label,x,y,z,buried
44 12,478697.6020236214,3617298.159585061,0,0
44 13,478697.9745444556,3617296.706578444,0,0
45 1,478693.9320437689,3617316.628261584,0,0
45 2,478694.43067659554,3617318.042957772,0,0
45 3,478694.9293094222,3617319.4576539597,0,0
45 4,478695.4279422489,3617320.872350148,0,0
45 5,478695.92657507554,3617322.2870463356,0,0
45 6,478696.4252079022,3617323.701742524,0,0
45 7,478696.9238407289,3617325.1164387115,0,0
45 8,478697.42247355555,3617326.5311348997,0,0
45 9,478697.92110638216,3617327.9458310874,0,0
45 10,478698.4197392088,3617329.3605272756,0,0
45 11,478698.9183720355,3617330.7752234633,0,0
45 12,478699.41700486216,3617332.1899196515,0,0
45 13,478699.9156376888,3617333.604615839,0,0
46 1,478694.44175697217,3617315.2260757606,0,0
46 2,478695.2402497013,3617316.495882581,0,0
46 3,478696.0387424305,3617317.7656894014,0,0
46 4,478696.83723515965,3617319.0354962223,0,0
46 5,478697.6357278888,3617320.3053030428,0,0
46 6,478698.4342206179,3617321.575109863,0,0
46 7,478699.23271334707,3617322.8449166836,0,0
46 8,478700.03120607627,3617324.1147235045,0,0
46 9,478700.8296988054,3617325.384530325,0,0
46 10,478701.62819153455,3617326.6543371454,0,0
46 11,478702.4266842637,3617327.924143966,0,0
46 12,478703.2251769928,3617329.1939507867,0,0
46 13,478704.02366972197,3617330.463757607,0,0
47 1,478693.29373103764,3617313.4430745365,0,0
47 2,478693.7687293159,3617314.865880439,0,0
47 3,478694.2437275941,3617316.288686341,0,0
47 4,478694.71872587234,3617317.7114922437,0,0
47 5,478695.1937241506,3617319.134298146,0,0
47 6,478695.66872242885,3617320.5571040483,0,0
47 7,478696.14372070704,3617321.9799099504,0,0
47 8,478696.6187189853,3617323.402715853,0,0
47 9,478697.09371726355,3617324.825521755,0,0
47 10,478697.56871554174,3617326.2483276576,0,0
47 11,478698.04371382,3617327.6711335597,0,0
47 12,478698.51871209824,3617329.093939462,0,0
47 13,478698.9937103765,3617330.5167453643,0,0
48 1,478693.43050586345,3617311.9968334683,0,0
48 2,478694.199935261,3617313.28445857,0,0
48 3,478694.9693646586,3617314.5720836716,0,0
48 4,478695.7387940561,3617315.8597087734,0,0
48 5,478696.50822345365,3617317.147333875,0,0
48 6,478697.27765285125,3617318.434958976,0,0
48 7,478698.0470822488,3617319.722584078,0,0
48 8,478698.8165116464,3617321.0102091795,0,0
48 9,478699.5859410439,3617322.297834281,0,0
48 10,478700.3553704415,3617323.5854593827,0,0
48 11,478701.12479983905,3617324.873084484,0,0
48 12,478701.89422923664,3617326.1607095855,0,0
48 13,478702.6636586342,3617327.4483346874,0,0
49 1,478693.4291221172,3617311.026814554,0,0
49 2,478693.9883387051,3617312.4186754692,0,0
49 3,478694.54755529296,3617313.8105363846,0,0
49 4,478695.1067718809,3617315.2023973004,0,0
49 5,478695.66598846874,3617316.5942582157,0,0
49 6,478696.22520505666,3617317.986119131,0,0
49 7,478696.7844216445,3617319.3779800464,0,0
49 8,478697.34363823244,3617320.769840962,0,0
49 9,478697.9028548203,3617322.161701877,0,0
49 10,478698.4620714082,3617323.5535627925,0,0
49 11,478699.0212879961,3617324.945423708,0,0
49 12,478699.580504584,3617326.337284623,0,0
49 13,478700.1397211719,3617327.729145539,0,0
50 1,478693.59809245967,3617309.127459851,0,0
50 2,478694.2589118044,3617310.47405474,0,0
50 3,478694.91973114916,3617311.820649628,0,0
50 4,478695.5805504939,3617313.167244517,0,0
50 5,478696.2413698386,3617314.513839405,0,0
50 6,478696.90218918334,3617315.8604342933,0,0
50 7,478697.5630085281,3617317.207029182,0,0
50 8,478698.22382787283,3617318.5536240702,0,0
50 9,478698.8846472176,3617319.900218959,0,0
50 10,478699.5454665623,3617321.246813847,0,0
50 11,478700.2062859071,3617322.593408736,0,0
50 12,478700.8671052518,3617323.940003624,0,0
50 13,478701.52792459656,3617325.286598513,0,0
51 1,478692.99119108747,3617308.0508804973,0,0
51 2,478693.47988440306,3617309.46904087,0,0
51 3,478693.96857771865,3617310.887201243,0,0
51 4,478694.45727103425,3617312.305361616,0,0
51 5,478694.94596434984,3617313.723521989,0,0
51 6,478695.43465766544,3617315.1416823617,0,0
51 7,478695.92335098103,3617316.5598427346,0,0
51 8,478696.4120442966,3617317.978003108,0,0
51 9,478696.9007376122,3617319.396163481,0,0
51 10,478697.3894309278,3617320.8143238537,0,0
51 11,478697.8781242434,3617322.2324842266,0,0
51 12,478698.366817559,3617323.6506445995,0,0
51 13,478698.8555108746,3617325.0688049723,0,0
52 1,478692.9633989945,3617306.83646702,0,0
52 2,478693.4964232404,3617308.2385672852,0,0
52 3,478694.0294474863,3617309.6406675503,0,0
52 4,478694.56247173215,3617311.0427678153,0,0
52 5,478695.095495978,3617312.4448680803,0,0
52 6,478695.6285202239,3617313.846968346,0,0
52 7,478696.16154446977,3617315.249068611,0,0
52 8,478696.69456871564,3617316.651168876,0,0
52 9,478697.2275929615,3617318.053269141,0,0
52 10,478697.7606172074,3617319.455369406,0,0
52 11,478698.2936414533,3617320.857469671,0,0
52 12,478698.8266656992,3617322.259569936,0,0
52 13,478699.35968994506,3617323.661670201,0,0
53 1,478692.3626408405,3617305.333296082,0,0
53 2,478692.4758464709,3617306.8290181435,0,0
53 3,478692.5890521013,3617308.324740205,0,0
53 4,478692.7022577317,3617309.8204622664,0,0
53 5,478692.8154633621,3617311.316184328,0,0
53 6,478692.9286689925,3617312.8119063894,0,0
53 7,478693.0418746229,3617314.307628451,0,0
53 8,478693.1550802533,3617315.8033505124,0,0
53 9,478693.2682858837,3617317.299072574,0,0
53 10,478693.3814915141,3617318.7947946354,0,0
53 11,478693.4946971445,3617320.2905166973,0,0
53 12,478693.6079027749,3617321.786238759,0,0
53 13,478693.72110840527,3617323.2819608203,0,0
54 1,478693.75865516067,3617301.6099779196,0,0
54 2,478694.94782153115,3617300.6957113594,0,0
54 3,478696.1369879016,3617299.7814447987,0,0
54 4,478697.3261542721,3617298.8671782385,0,0
54 5,478698.51532064256,3617297.9529116782,0,0
54 6,478699.70448701305,3617297.038645118,0,0
54 7,478700.8936533835,3617296.1243785573,0,0
54 8,478702.08281975397,3617295.210111997,0,0
54 9,478703.27198612445,3617294.295845437,0,0
54 10,478704.46115249494,3617293.3815788766,0,0
54 11,478705.65031886543,3617292.4673123164,0,0
54 12,478706.83948523586,3617291.5530457557,0,0
54 13,478708.02865160635,3617290.6387791955,0,0
55 1,478692.6756037284,3617303.479813618,0,0
55 2,478692.69608152466,3617304.9796738313,0,0
55 3,478692.7165593209,3617306.479534045,0,0
55 4,478692.7370371172,3617307.979394258,0,0
55 5,478692.75751491345,3617309.4792544716,0,0
55 6,478692.7779927098,3617310.979114685,0,0
55 7,478692.79847050604,3617312.4789748983,0,0
55 8,478692.8189483023,3617313.978835112,0,0
55 9,478692.83942609857,3617315.4786953256,0,0
55 10,478692.85990389483,3617316.9785555387,0,0
55 11,478692.88038169115,3617318.4784157523,0,0
55 12,478692.9008594874,3617319.978275966,0,0
55 13,478692.9213372837,3617321.478136179,0,0
56 1,478693.05067874317,3617301.296387457,0,0
56 2,478693.48236280057,3617302.7329280498,0,0
56 3,478693.9140468579,3617304.1694686427,0,0
56 4,478694.3457309153,3617305.606009235,0,0
56 5,478694.7774149727,3617307.042549828,0,0
56 6,478695.20909903006,3617308.479090421,0,0
56 7,478695.64078308747,3617309.9156310135,0,0
56 8,478696.07246714487,3617311.3521716064,0,0
56 9,478696.5041512022,3617312.788712199,0,0
56 10,478696.9358352596,3617314.225252792,0,0
56 11,478697.367519317,3617315.6617933847,0,0
56 12,478697.79920337436,3617317.098333977,0,0
56 13,478698.23088743177,3617318.53487457,0,0
57 1,478693.09339220275,3617299.841425886,0,0
57 2,478693.85448635486,3617301.1339953006,0,0
57 3,478694.6155805069,3617302.4265647153,0,0
57 4,478695.376674659,3617303.71913413,0,0
57 5,478696.1377688111,3617305.0117035448,0,0
57 6,478696.89886296313,3617306.304272959,0,0
57 7,478697.65995711525,3617307.5968423737,0,0
57 8,478698.4210512673,3617308.8894117884,0,0
57 9,478699.18214541936,3617310.181981203,0,0
57 10,478699.94323957147,3617311.474550618,0,0
57 11,478700.7043337235,3617312.7671200326,0,0
57 12,478701.46542787564,3617314.0596894473,0,0
57 13,478702.2265220277,3617315.3522588615,0,0
58 1,478692.22275254107,3617298.8082865374,0,0
58 2,478692.56486694684,3617300.2687514406,0,0
58 3,478692.90698135266,3617301.7292163437,0,0
58 4,478693.2490957585,3617303.189681247,0,0
58 5,478693.59121016425,3617304.65014615,0,0
58 6,478693.93332457007,3617306.110611053,0,0
58 7,478694.2754389759,3617307.5710759563,0,0
58 8,478694.61755338166,3617309.0315408595,0,0
58 9,478694.9596677875,3617310.4920057626,0,0
58 10,478695.3017821933,3617311.952470666,0,0
58 11,478695.64389659907,3617313.412935569,0,0
58 12,478695.9860110049,3617314.873400472,0,0
58 13,478696.3281254107,3617316.3338653753,0,0
59 1,478692.28307812224,3617292.761905217,0,0
59 2,478692.69503671397,3617291.31958413,0,0
59 3,478693.1069953057,3617289.8772630426,0,0
59 4,478693.5189538974,3617288.4349419554,0,0
59 5,478693.93091248913,3617286.992620868,0,0
59 6,478694.34287108085,3617285.550299781,0,0
59 7,478694.7548296725,3617284.1079786937,0,0
59 8,478695.16678826424,3617282.6656576064,0,0
59 9,478695.57874685596,3617281.223336519,0,0
59 10,478695.9907054477,3617279.781015432,0,0
59 11,478696.4026640394,3617278.3386943447,0,0
59 12,478696.81462263106,3617276.8963732575,0,0
59 13,478697.2265812228,3617275.4540521703,0,0
60 1,478692.5576025663,3617291.451751142,0,0
60 2,478693.02995449107,3617290.028064498,0,0
60 3,478693.5023064158,3617288.6043778546,0,0
60 4,478693.97465834056,3617287.180691211,0,0
60 5,478694.4470102653,3617285.7570045674,0,0
60 6,478694.91936219,3617284.333317924,0,0
60 7,478695.39171411475,3617282.90963128,0,0
60 8,478695.8640660395,3617281.4859446366,0,0
60 9,478696.33641796425,3617280.062257993,0,0
60 10,478696.808769889,3617278.6385713494,0,0
60 11,478697.28112181375,3617277.214884706,0,0
60 12,478697.7534737385,3617275.7911980622,0,0
60 13,478698.2258256632,3617274.3675114186,0,0
61 1,478692.20148045034,3617289.9231390143,0,0
61 2,478692.2191657881,3617288.423243275,0,0
61 3,478692.23685112584,3617286.9233475355,0,0
61 4,478692.2545364636,3617285.423451796,0,0
61 5,478692.27222180134,3617283.923556057,0,0
61 6,478692.2899071391,3617282.4236603174,0,0
61 7,478692.30759247683,3617280.923764578,0,0
61 8,478692.3252778146,3617279.423868839,0,0
61 9,478692.34296315233,3617277.9239731,0,0
61 10,478692.3606484901,3617276.4240773604,0,0
61 11,478692.3783338279,3617274.924181621,0,0
61 12,478692.39601916564,3617273.4242858817,0,0
61 13,478692.4137045034,3617271.9243901423,0,0
62 1,478692.5380027903,3617291.6938775536,0,0
62 2,478692.75542988296,3617293.178035719,0,0
62 3,478692.9728569756,3617294.6621938837,0,0
62 4,478693.19028406835,3617296.146352049,0,0
62 5,478693.407711161,3617297.6305102143,0,0
62 6,478693.62513825373,3617299.1146683795,0,0
62 7,478693.8425653464,3617300.598826545,0,0
62 8,478694.0599924391,3617302.08298471,0,0
62 9,478694.2774195318,3617303.567142875,0,0
62 10,478694.4948466245,3617305.05130104,0,0
62 11,478694.71227371716,3617306.5354592055,0,0
62 12,478694.9297008099,3617308.019617371,0,0
62 13,478695.14712790254,3617309.503775536,0,0
63 1,478692.07264089125,3617290.2903736,0,0
63 2,478692.1331215597,3617291.7891538003,0,0
63 3,478692.19360222813,3617293.2879340006,0,0
63 4,478692.2540828966,3617294.7867142013,0,0
63 5,478692.314563565,3617296.2854944016,0,0
63 6,478692.37504423346,3617297.784274602,0,0
63 7,478692.4355249019,3617299.283054802,0,0
63 8,478692.4960055703,3617300.7818350024,0,0
63 9,478692.5564862387,3617302.2806152026,0,0
63 10,478692.61696690717,3617303.779395403,0,0
63 11,478692.6774475756,3617305.278175603,0,0
63 12,478692.73792824405,3617306.7769558034,0,0
63 13,478692.7984089125,3617308.2757360036,0,0
64 1,478692.26069122186,3617285.578384598,0,0
64 2,478692.48448463826,3617284.095173046,0,0
64 3,478692.7082780547,3617282.6119614947,0,0
64 4,478692.9320714711,3617281.128749943,0,0
64 5,478693.1558648875,3617279.6455383915,0,0
64 6,478693.3796583039,3617278.1623268398,0,0
64 7,478693.6034517203,3617276.6791152884,0,0
64 8,478693.8272451367,3617275.1959037366,0,0
64 9,478694.0510385531,3617273.712692185,0,0
64 10,478694.2748319695,3617272.2294806335,0,0
64 11,478694.4986253859,3617270.7462690817,0,0
64 12,478694.7224188023,3617269.2630575304,0,0
64 13,478694.9462122187,3617267.7798459786,0,0
