x,y,label,Z,emiRho (mS/m)
478699.9657166716,3617342.008872559,32 5,-1.125,0.6114430804228921
478700.51948229753,3617343.4029111634,32 6,-1.0,0.6071795348696618
478701.07324792346,3617344.7969497684,32 7,-1.0,0.6071795348696618
478701.6270135494,3617346.190988373,32 8,-1.0,0.6071795348696618
478702.1807791753,3617347.5850269776,32 9,-1.875,2.576053369387192
478702.73454480123,3617348.9790655826,32 10,-1.375,0.712368831297957
478703.2883104271,3617350.373104187,32 11,-1.625,2.208468189136526
478703.842076053,3617351.7671427918,32 12,-1.625,2.208468189136526
478704.39584167895,3617353.161181397,32 13,-1.625,2.208468189136526
478697.418501747,3617335.1081907284,33 1,-0.625,0.5466328880438387
478697.9151530573,3617336.523583775,33 2,-1.25,1.9489161757538347
478698.41180436756,3617337.9389768215,33 3,-2.125,2.1143484203363982
478698.90845567785,3617339.354369868,33 4,-0.75,0.6462008641474468
478699.4051069881,3617340.7697629146,33 5,-0.75,0.6462008641474468
478699.90175829834,3617342.1851559607,33 6,-0.875,0.6729941239274262
478700.39840960864,3617343.6005490073,33 7,-1.0,0.6071795348696618
478700.8950609189,3617345.015942054,33 8,-1.0,0.6071795348696618
478701.3917122292,3617346.4313351004,33 9,-1.0,0.6071795348696618
478701.8883635394,3617347.846728147,33 10,-1.875,2.576053369387192
478702.38501484966,3617349.262121193,33 11,-1.375,0.712368831297957
478702.88166615996,3617350.6775142397,33 12,-1.625,2.208468189136526
478703.3783174702,3617352.0929072862,33 13,-1.625,2.208468189136526
478696.4860227565,3617333.9309953284,34 1,-0.625,0.5466328880438387
478696.4892648239,3617335.4309918247,34 2,-0.625,0.5466328880438387
478696.4925068913,3617336.930988321,34 3,-1.25,1.9489161757538347
478696.49574895867,3617338.4309848174,34 4,-2.125,2.1143484203363982
478696.4989910261,3617339.930981314,34 5,-0.75,0.6462008641474468
478696.50223309343,3617341.43097781,34 6,-1.875,1.226283250301604
478696.50547516084,3617342.930974306,34 7,-1.125,0.6114430804228921
478696.5087172282,3617344.4309708024,34 8,-1.125,1.0805834137593293
478696.5119592956,3617345.930967299,34 9,-1.0,0.6071795348696618
478696.51520136296,3617347.430963795,34 10,-0.875,0.5072646974366424
478696.51844343037,3617348.9309602915,34 11,-1.875,2.576053369387192
478696.5216854978,3617350.430956788,34 12,-1.0,0.6185592092192476
478696.52492756513,3617351.9309532843,34 13,-1.375,0.6571097116098386
478696.84537667903,3617331.7701544114,35 1,-1.375,0.7195259834286365
478697.3463591883,3617333.1840202203,35 2,-0.5,0.5711117720610688
478697.8473416976,3617334.597886029,35 3,-0.625,0.5466328880438387
478698.3483242069,3617336.011751838,35 4,-1.25,1.9489161757538347
478698.84930671623,3617337.425617647,35 5,-2.125,2.1143484203363982
478699.3502892255,3617338.8394834558,35 6,-0.75,0.6462008641474468
478699.8512717348,3617340.2533492646,35 7,-0.75,0.6462008641474468
478700.3522542441,3617341.6672150735,35 8,-1.125,0.6114430804228921
478700.8532367534,3617343.0810808823,35 9,-1.125,1.0805834137593293
478701.35421926266,3617344.494946691,35 10,-1.0,0.6071795348696618
478701.85520177195,3617345.9088125,35 11,-1.0,0.6071795348696618
478702.35618428123,3617347.322678309,35 12,-0.875,0.5072646974366424
478702.8571667905,3617348.7365441173,35 13,-1.375,0.712368831297957
478696.1886966876,3617330.5685731284,36 1,-1.25,0.9836119860413869
478696.2625692033,3617332.0667529744,36 2,-1.375,0.7195259834286365
478696.3364417189,3617333.5649328204,36 3,-0.5,0.5711117720610688
478696.4103142346,3617335.063112667,36 4,-0.625,0.5466328880438387
478696.4841867503,3617336.561292513,36 5,-1.25,1.9489161757538347
478696.558059266,3617338.059472359,36 6,-2.125,2.1143484203363982
478696.6319317817,3617339.557652205,36 7,-0.75,0.6462008641474468
478696.7058042974,3617341.055832051,36 8,-1.25,0.7107021130391964
478696.7796768131,3617342.5540118976,36 9,-1.125,0.6114430804228921
478696.85354932875,3617344.0521917436,36 10,-1.125,1.0805834137593293
478696.92742184445,3617345.5503715896,36 11,-1.0,0.6071795348696618
478697.00129436015,3617347.048551436,36 12,-0.875,0.5072646974366424
478697.07516687585,3617348.546731282,36 13,-1.875,2.576053369387192
478696.3042079851,3617329.010000584,37 1,-1.25,1.0478335553982143
478696.5796139739,3617330.484501022,37 2,-1.25,0.9836119860413869
478696.85501996276,3617331.9590014596,37 3,-1.375,0.7195259834286365
478697.1304259516,3617333.433501898,37 4,-0.5,0.5711117720610688
478697.4058319404,3617334.9080023356,37 5,-0.625,0.5466328880438387
478697.68123792927,3617336.3825027733,37 6,-1.25,1.9489161757538347
478697.9566439181,3617337.8570032115,37 7,-2.125,2.1143484203363982
478698.2320499069,3617339.3315036492,37 8,-0.75,0.6462008641474468
478698.5074558958,3617340.806004087,37 9,-0.75,0.6462008641474468
478698.7828618846,3617342.280504525,37 10,-1.125,0.6114430804228921
478699.0582678734,3617343.755004963,37 11,-1.0,0.6071795348696618
478699.3336738623,3617345.2295054006,37 12,-1.0,0.6071795348696618
478699.6090798511,3617346.704005839,37 13,-1.0,0.6071795348696618
478696.275295646,3617326.8659183616,38 1,-0.75,0.6651289902442586
478696.9680673805,3617328.196357133,38 2,-1.25,1.0478335553982143
478697.660839115,3617329.526795904,38 3,-1.25,0.9836119860413869
478698.3536108495,3617330.8572346754,38 4,-1.25,0.9836119860413869
478699.04638258397,3617332.1876734467,38 5,-1.375,0.7195259834286365
478699.73915431846,3617333.5181122175,38 6,-0.5,0.5711117720610688
478700.43192605296,3617334.848550989,38 7,-0.625,0.5466328880438387
478701.12469778745,3617336.17898976,38 8,-1.25,1.9489161757538347
478701.81746952195,3617337.5094285314,38 9,-2.125,2.1143484203363982
478702.51024125644,3617338.8398673027,38 10,-0.75,0.6462008641474468
478703.20301299094,3617340.1703060735,38 11,-0.75,0.6462008641474468
478703.89578472544,3617341.500744845,38 12,-0.875,0.6729941239274262
478704.58855645993,3617342.831183616,38 13,-1.0,0.6071795348696618
478694.9770329464,3617325.723113232,39 1,-1.375,1.0628127481933032
478695.2396326563,3617327.199948156,39 2,-0.75,0.6651289902442586
478695.50223236607,3617328.6767830797,39 3,-1.25,1.0478335553982143
478695.7648320759,3617330.1536180037,39 4,-1.25,0.9836119860413869
478696.0274317857,3617331.6304529277,39 5,-1.375,0.7195259834286365
478696.29003149556,3617333.1072878516,39 6,-0.5,0.5711117720610688
478696.5526312054,3617334.584122775,39 7,-0.625,0.5466328880438387
478696.8152309152,3617336.060957699,39 8,-1.25,1.9489161757538347
478697.07783062506,3617337.537792623,39 9,-1.25,1.9489161757538347
478697.3404303349,3617339.014627547,39 10,-0.75,0.6462008641474468
478697.6030300447,3617340.491462471,39 11,-0.75,0.6462008641474468
478697.86562975455,3617341.968297395,39 12,-1.875,1.226283250301604
478698.1282294644,3617343.4451323184,39 13,-1.125,1.0805834137593293
478694.2262485984,3617324.517751804,40 1,-0.5,0.6307640036231097
478694.2792350473,3617326.0168156577,40 2,-1.375,1.0628127481933032
478694.33222149615,3617327.515879511,40 3,-0.75,0.6651289902442586
478694.38520794496,3617329.014943364,40 4,-1.25,1.0478335553982143
478694.4381943938,3617330.5140072173,40 5,-1.25,0.9836119860413869
478694.4911808426,3617332.013071071,40 6,-1.375,0.7195259834286365
478694.5441672915,3617333.512134924,40 7,-0.5,0.5711117720610688
478694.59715374035,3617335.0111987772,40 8,-0.625,0.5466328880438387
478694.65014018916,3617336.5102626304,40 9,-1.25,1.9489161757538347
478694.703126638,3617338.009326484,40 10,-2.125,2.1143484203363982
478694.7561130868,3617339.508390337,40 11,-0.75,0.6462008641474468
478694.8090995357,3617341.0074541904,40 12,-1.25,0.7107021130391964
478694.86208598455,3617342.5065180436,40 13,-1.875,1.226283250301604
478694.88593175146,3617322.349942994,41 1,-1.5,0.7872025166633164
478695.591480565,3617323.673650239,41 2,-0.5,0.6307640036231097
478696.2970293786,3617324.997357485,41 3,-0.5,0.6307640036231097
478697.00257819216,3617326.32106473,41 4,-0.75,0.6651289902442586
478697.7081270057,3617327.644771976,41 5,-1.25,1.0478335553982143
478698.4136758193,3617328.968479221,41 6,-1.25,1.0478335553982143
478699.1192246329,3617330.2921864665,41 7,-1.25,0.9836119860413869
478699.8247734465,3617331.6158937123,41 8,-1.375,0.7195259834286365
478700.53032226005,3617332.9396009576,41 9,-1.375,0.7195259834286365
478701.2358710736,3617334.263308203,41 10,-0.625,0.5466328880438387
478701.9414198872,3617335.5870154486,41 11,-1.25,1.9489161757538347
478702.64696870075,3617336.910722694,41 12,-1.25,1.9489161757538347
478703.3525175143,3617338.234429939,41 13,-2.125,2.1143484203363982
478694.4894865679,3617321.05492486,42 1,-0.625,0.6236157120542289
478695.20205149386,3617322.374868505,42 2,-1.5,0.7872025166633164
478695.9146164198,3617323.69481215,42 3,-0.5,0.6307640036231097
478696.6271813458,3617325.0147557957,42 4,-1.375,1.0628127481933032
478697.33974627167,3617326.3346994407,42 5,-0.75,0.6651289902442586
478698.0523111976,3617327.654643086,42 6,-1.25,1.0478335553982143
478698.7648761236,3617328.974586731,42 7,-1.25,0.9836119860413869
478699.47744104953,3617330.294530376,42 8,-1.25,0.9836119860413869
478700.1900059754,3617331.6144740214,42 9,-1.375,0.7195259834286365
478700.9025709014,3617332.9344176664,42 10,-1.375,0.7195259834286365
478701.61513582733,3617334.2543613114,42 11,-0.625,0.5466328880438387
478702.3277007533,3617335.5743049565,42 12,-1.25,1.9489161757538347
478703.0402656792,3617336.8942486015,42 13,-1.25,1.9489161757538347
478694.2896120404,3617319.81916664,43 1,-1.375,1.0581032258114835
478694.9948460707,3617321.14304162,43 2,-0.625,0.6236157120542289
478695.700080101,3617322.4669166,43 3,-1.5,0.7872025166633164
478696.40531413135,3617323.7907915795,43 4,-0.5,0.6307640036231097
478697.11054816167,3617325.1146665597,43 5,-0.75,0.6651289902442586
478697.815782192,3617326.4385415395,43 6,-0.75,0.6651289902442586
478698.5210162223,3617327.7624165197,43 7,-1.25,1.0478335553982143
478699.2262502526,3617329.0862914994,43 8,-1.25,0.9836119860413869
478699.9314842829,3617330.410166479,43 9,-1.25,0.9836119860413869
478700.6367183132,3617331.7340414594,43 10,-1.375,0.7195259834286365
478701.34195234353,3617333.057916439,43 11,-1.375,0.7195259834286365
478702.04718637385,3617334.3817914193,43 12,-0.625,0.5466328880438387
478702.75242040417,3617335.705666399,43 13,-1.25,1.9489161757538347
478693.50429444556,3617314.1426578443,44 1,-1.875,1.1913177577364424
478693.8768152797,3617312.689651228,44 2,-1.75,2.0139790723237896
478694.2493361139,3617311.236644611,44 3,-1.0,0.5686172574362471
478694.62185694807,3617309.7836379944,44 4,-0.625,0.6076810058874558
478694.9943777822,3617308.3306313776,44 5,-0.625,0.6076810058874558
478695.3668986164,3617306.8776247613,44 6,-0.625,0.529702180740562
478695.7394194506,3617305.4246181445,44 7,-1.25,2.1291005714818274
478696.1119402847,3617303.9716115277,44 8,-1.25,2.1291005714818274
478696.4844611189,3617302.518604911,44 9,-1.25,0.7750596294315931
478696.8569819531,3617301.0655982946,44 10,-1.25,0.7750596294315931
478697.22950278723,3617299.612591678,44 11,-1.375,2.1529492845441887
478697.6020236214,3617298.159585061,44 12,-1.25,0.7269675787166352
478697.9745444556,3617296.706578444,44 13,-1.25,0.7269675787166352
478693.9320437689,3617316.628261584,45 1,-1.625,2.2366935602894666
478694.43067659554,3617318.042957772,45 2,-0.5,0.6143672230799222
478694.9293094222,3617319.4576539597,45 3,-1.125,0.6108032959099365
478695.4279422489,3617320.872350148,45 4,-0.625,0.6236157120542289
478695.92657507554,3617322.2870463356,45 5,-1.5,0.7872025166633164
478696.4252079022,3617323.701742524,45 6,-0.5,0.6307640036231097
478696.9238407289,3617325.1164387115,45 7,-0.75,0.6651289902442586
478697.42247355555,3617326.5311348997,45 8,-0.75,0.6651289902442586
478697.92110638216,3617327.9458310874,45 9,-1.25,1.0478335553982143
478698.4197392088,3617329.3605272756,45 10,-1.25,0.9836119860413869
478698.9183720355,3617330.7752234633,45 11,-1.25,0.9836119860413869
478699.41700486216,3617332.1899196515,45 12,-1.375,0.7195259834286365
478699.9156376888,3617333.604615839,45 13,-0.5,0.5711117720610688
478694.44175697217,3617315.2260757606,46 1,-1.0,0.8088860306164655
478695.2402497013,3617316.495882581,46 2,-1.625,2.2366935602894666
478696.0387424305,3617317.7656894014,46 3,-0.5,0.6143672230799222
478696.83723515965,3617319.0354962223,46 4,-1.125,0.6108032959099365
478697.6357278888,3617320.3053030428,46 5,-0.625,0.6236157120542289
478698.4342206179,3617321.575109863,46 6,-1.5,0.7872025166633164
478699.23271334707,3617322.8449166836,46 7,-0.5,0.6307640036231097
478700.03120607627,3617324.1147235045,46 8,-0.75,0.6651289902442586
478700.8296988054,3617325.384530325,46 9,-0.75,0.6651289902442586
478701.62819153455,3617326.6543371454,46 10,-0.75,0.6651289902442586
478702.4266842637,3617327.924143966,46 11,-1.25,1.0478335553982143
478703.2251769928,3617329.1939507867,46 12,-1.25,0.9836119860413869
478704.02366972197,3617330.463757607,46 13,-1.25,0.9836119860413869
478693.29373103764,3617313.4430745365,47 1,-1.75,2.0139790723237896
478693.7687293159,3617314.865880439,47 2,-1.0,0.8088860306164655
478694.2437275941,3617316.288686341,47 3,-1.625,2.2366935602894666
478694.71872587234,3617317.7114922437,47 4,-0.5,0.6143672230799222
478695.1937241506,3617319.134298146,47 5,-1.125,0.6108032959099365
478695.66872242885,3617320.5571040483,47 6,-0.625,0.6236157120542289
478696.14372070704,3617321.9799099504,47 7,-1.5,0.7872025166633164
478696.6187189853,3617323.402715853,47 8,-0.5,0.6307640036231097
478697.09371726355,3617324.825521755,47 9,-0.5,0.6307640036231097
478697.56871554174,3617326.2483276576,47 10,-0.75,0.6651289902442586
478698.04371382,3617327.6711335597,47 11,-1.25,1.0478335553982143
478698.51871209824,3617329.093939462,47 12,-1.25,0.9836119860413869
478698.9937103765,3617330.5167453643,47 13,-1.25,0.9836119860413869
478693.43050586345,3617311.9968334683,48 1,-1.0,0.5686172574362471
478694.199935261,3617313.28445857,48 2,-1.75,2.0139790723237896
478694.9693646586,3617314.5720836716,48 3,-1.5,0.7310328297035441
478695.7387940561,3617315.8597087734,48 4,-1.625,2.2366935602894666
478696.50822345365,3617317.147333875,48 5,-1.625,2.2366935602894666
478697.27765285125,3617318.434958976,48 6,-0.5,0.6203186963144414
478698.0470822488,3617319.722584078,48 7,-0.625,0.6236157120542289
478698.8165116464,3617321.0102091795,48 8,-0.625,0.6236157120542289
478699.5859410439,3617322.297834281,48 9,-0.5,0.6307640036231097
478700.3553704415,3617323.5854593827,48 10,-0.5,0.6307640036231097
478701.12479983905,3617324.873084484,48 11,-0.75,0.6651289902442586
478701.89422923664,3617326.1607095855,48 12,-0.75,0.6651289902442586
478702.6636586342,3617327.4483346874,48 13,-1.25,1.0478335553982143
478693.4291221172,3617311.026814554,49 1,-1.0,0.6606060974103802
478693.9883387051,3617312.4186754692,49 2,-1.75,2.0139790723237896
478694.54755529296,3617313.8105363846,49 3,-1.875,1.1913177577364424
478695.1067718809,3617315.2023973004,49 4,-1.0,0.8088860306164655
478695.66598846874,3617316.5942582157,49 5,-1.625,2.2366935602894666
478696.22520505666,3617317.986119131,49 6,-0.5,0.6203186963144414
478696.7844216445,3617319.3779800464,49 7,-1.125,0.6108032959099365
478697.34363823244,3617320.769840962,49 8,-0.625,0.6236157120542289
478697.9028548203,3617322.161701877,49 9,-0.5,0.6307640036231097
478698.4620714082,3617323.5535627925,49 10,-0.5,0.6307640036231097
478699.0212879961,3617324.945423708,49 11,-0.75,0.6651289902442586
478699.580504584,3617326.337284623,49 12,-0.75,0.6651289902442586
478700.1397211719,3617327.729145539,49 13,-1.25,1.0478335553982143
478693.59809245967,3617309.127459851,50 1,-0.625,0.6076810058874558
478694.2589118044,3617310.47405474,50 2,-1.0,0.6606060974103802
478694.91973114916,3617311.820649628,50 3,-1.0,0.5686172574362471
478695.5805504939,3617313.167244517,50 4,-1.75,2.0139790723237896
478696.2413698386,3617314.513839405,50 5,-1.0,0.8088860306164655
478696.90218918334,3617315.8604342933,50 6,-1.625,2.2366935602894666
478697.5630085281,3617317.207029182,50 7,-0.5,0.6143672230799222
478698.22382787283,3617318.5536240702,50 8,-1.125,0.6108032959099365
478698.8846472176,3617319.900218959,50 9,-0.625,0.6236157120542289
478699.5454665623,3617321.246813847,50 10,-1.5,0.7872025166633164
478700.2062859071,3617322.593408736,50 11,-0.5,0.6307640036231097
478700.8671052518,3617323.940003624,50 12,-0.75,0.6651289902442586
478701.52792459656,3617325.286598513,50 13,-0.75,0.6651289902442586
478692.99119108747,3617308.0508804973,51 1,-0.625,0.529702180740562
478693.47988440306,3617309.46904087,51 2,-0.625,0.6076810058874558
478693.96857771865,3617310.887201243,51 3,-1.0,0.6606060974103802
478694.45727103425,3617312.305361616,51 4,-1.75,2.0139790723237896
478694.94596434984,3617313.723521989,51 5,-1.875,1.1913177577364424
478695.43465766544,3617315.1416823617,51 6,-1.0,0.8088860306164655
478695.92335098103,3617316.5598427346,51 7,-1.625,2.2366935602894666
478696.4120442966,3617317.978003108,51 8,-0.5,0.6203186963144414
478696.9007376122,3617319.396163481,51 9,-1.125,0.6108032959099365
478697.3894309278,3617320.8143238537,51 10,-0.625,0.6236157120542289
478697.8781242434,3617322.2324842266,51 11,-0.5,0.6307640036231097
478698.366817559,3617323.6506445995,51 12,-0.5,0.6307640036231097
478698.8555108746,3617325.0688049723,51 13,-0.75,0.6651289902442586
478692.9633989945,3617306.83646702,52 1,-0.625,0.529702180740562
478693.4964232404,3617308.2385672852,52 2,-0.625,0.529702180740562
478694.0294474863,3617309.6406675503,52 3,-0.625,0.6076810058874558
478694.56247173215,3617311.0427678153,52 4,-1.0,0.6606060974103802
478695.095495978,3617312.4448680803,52 5,-1.75,2.0139790723237896
478695.6285202239,3617313.846968346,52 6,-1.875,1.1913177577364424
478696.16154446977,3617315.249068611,52 7,-1.625,2.2366935602894666
478696.69456871564,3617316.651168876,52 8,-1.625,2.2366935602894666
478697.2275929615,3617318.053269141,52 9,-0.5,0.6203186963144414
478697.7606172074,3617319.455369406,52 10,-1.375,1.0581032258114835
478698.2936414533,3617320.857469671,52 11,-0.625,0.6236157120542289
478698.8266656992,3617322.259569936,52 12,-0.5,0.6307640036231097
478699.35968994506,3617323.661670201,52 13,-0.5,0.6307640036231097
478692.3626408405,3617305.333296082,53 1,-1.25,2.1291005714818274
478692.4758464709,3617306.8290181435,53 2,-0.625,0.529702180740562
478692.5890521013,3617308.324740205,53 3,-0.625,0.529702180740562
478692.7022577317,3617309.8204622664,53 4,-0.625,0.6076810058874558
478692.8154633621,3617311.316184328,53 5,-1.0,0.5686172574362471
478692.9286689925,3617312.8119063894,53 6,-1.75,2.0139790723237896
478693.0418746229,3617314.307628451,53 7,-1.875,1.1913177577364424
478693.1550802533,3617315.8033505124,53 8,-1.625,2.2366935602894666
478693.2682858837,3617317.299072574,53 9,-1.625,2.2366935602894666
478693.3814915141,3617318.7947946354,53 10,-1.125,0.6108032959099365
478693.4946971445,3617320.2905166973,53 11,-1.375,1.0581032258114835
478693.6079027749,3617321.786238759,53 12,-0.625,0.6236157120542289
478693.72110840527,3617323.2819608203,53 13,-1.5,0.7872025166633164
478693.75865516067,3617301.6099779196,54 1,-1.25,0.7750596294315931
478694.94782153115,3617300.6957113594,54 2,-1.375,2.1529492845441887
478696.1369879016,3617299.7814447987,54 3,-1.375,2.1529492845441887
478697.3261542721,3617298.8671782385,54 4,-1.25,0.7269675787166352
478698.51532064256,3617297.9529116782,54 5,-1.25,0.7269675787166352
478699.70448701305,3617297.038645118,54 6,-1.25,0.7269675787166352
478700.8936533835,3617296.1243785573,54 7,-1.25,0.7269675787166352
478702.08281975397,3617295.210111997,54 8,-1.25,0.7269675787166352
478703.27198612445,3617294.295845437,54 9,-0.875,0.6662025986603868
478704.46115249494,3617293.3815788766,54 10,-1.5,0.7768099557783835
478705.65031886543,3617292.4673123164,54 11,-1.5,0.7768099557783835
478706.83948523586,3617291.5530457557,54 12,-1.5,0.7768099557783835
478708.02865160635,3617290.6387791955,54 13,-1.5,0.7768099557783835
478692.6756037284,3617303.479813618,55 1,-1.25,0.7750596294315931
478692.69608152466,3617304.9796738313,55 2,-1.25,2.1291005714818274
478692.7165593209,3617306.479534045,55 3,-1.25,2.1291005714818274
478692.7370371172,3617307.979394258,55 4,-0.625,0.529702180740562
478692.75751491345,3617309.4792544716,55 5,-0.625,0.6076810058874558
478692.7779927098,3617310.979114685,55 6,-1.0,0.6606060974103802
478692.79847050604,3617312.4789748983,55 7,-1.0,0.5686172574362471
478692.8189483023,3617313.978835112,55 8,-1.875,1.1913177577364424
478692.83942609857,3617315.4786953256,55 9,-1.0,0.8088860306164655
478692.85990389483,3617316.9785555387,55 10,-1.625,2.2366935602894666
478692.88038169115,3617318.4784157523,55 11,-0.5,0.6203186963144414
478692.9008594874,3617319.978275966,55 12,-1.375,1.0581032258114835
478692.9213372837,3617321.478136179,55 13,-0.625,0.6236157120542289
478693.05067874317,3617301.296387457,56 1,-1.375,2.1529492845441887
478693.48236280057,3617302.7329280498,56 2,-1.25,0.7750596294315931
478693.9140468579,3617304.1694686427,56 3,-1.25,2.1291005714818274
478694.3457309153,3617305.606009235,56 4,-1.25,2.1291005714818274
478694.7774149727,3617307.042549828,56 5,-0.625,0.529702180740562
478695.20909903006,3617308.479090421,56 6,-0.625,0.6076810058874558
478695.64078308747,3617309.9156310135,56 7,-0.625,0.6076810058874558
478696.07246714487,3617311.3521716064,56 8,-1.0,0.5686172574362471
478696.5041512022,3617312.788712199,56 9,-1.75,2.0139790723237896
478696.9358352596,3617314.225252792,56 10,-1.5,0.7310328297035441
478697.367519317,3617315.6617933847,56 11,-1.625,2.2366935602894666
478697.79920337436,3617317.098333977,56 12,-1.625,2.2366935602894666
478698.23088743177,3617318.53487457,56 13,-1.125,0.6108032959099365
478693.09339220275,3617299.841425886,57 1,-1.375,2.1529492845441887
478693.85448635486,3617301.1339953006,57 2,-1.375,2.1529492845441887
478694.6155805069,3617302.4265647153,57 3,-1.25,0.7750596294315931
478695.376674659,3617303.71913413,57 4,-1.25,2.1291005714818274
478696.1377688111,3617305.0117035448,57 5,-1.25,2.1291005714818274
478696.89886296313,3617306.304272959,57 6,-1.25,2.1291005714818274
478697.65995711525,3617307.5968423737,57 7,-0.625,0.529702180740562
478698.4210512673,3617308.8894117884,57 8,-0.625,0.6076810058874558
478699.18214541936,3617310.181981203,57 9,-0.625,0.6076810058874558
478699.94323957147,3617311.474550618,57 10,-1.0,0.5686172574362471
478700.7043337235,3617312.7671200326,57 11,-1.75,2.0139790723237896
478701.46542787564,3617314.0596894473,57 12,-1.0,0.8088860306164655
478702.2265220277,3617315.3522588615,57 13,-1.625,2.2366935602894666
478692.22275254107,3617298.8082865374,58 1,-1.25,0.7269675787166352
478692.56486694684,3617300.2687514406,58 2,-1.375,2.1529492845441887
478692.90698135266,3617301.7292163437,58 3,-1.25,0.7750596294315931
478693.2490957585,3617303.189681247,58 4,-1.25,0.7750596294315931
478693.59121016425,3617304.65014615,58 5,-1.25,2.1291005714818274
478693.93332457007,3617306.110611053,58 6,-1.25,2.1291005714818274
478694.2754389759,3617307.5710759563,58 7,-0.625,0.529702180740562
478694.61755338166,3617309.0315408595,58 8,-0.625,0.6076810058874558
478694.9596677875,3617310.4920057626,58 9,-1.0,0.6606060974103802
478695.3017821933,3617311.952470666,58 10,-1.0,0.5686172574362471
478695.64389659907,3617313.412935569,58 11,-1.875,1.1913177577364424
478695.9860110049,3617314.873400472,58 12,-1.0,0.8088860306164655
478696.3281254107,3617316.3338653753,58 13,-1.625,2.2366935602894666
478692.28307812224,3617292.761905217,59 1,-1.5,0.7768099557783835
478692.69503671397,3617291.31958413,59 2,-1.5,0.7768099557783835
478693.1069953057,3617289.8772630426,59 3,-1.0,0.621121078464228
478693.5189538974,3617288.4349419554,59 4,-1.0,0.621121078464228
478693.93091248913,3617286.992620868,59 5,-0.5,0.5590610734503998
478694.34287108085,3617285.550299781,59 6,-0.5,0.5590610734503998
478694.7548296725,3617284.1079786937,59 7,-1.375,2.966501835468873
478695.16678826424,3617282.6656576064,59 8,-0.5,0.5820412541655674
478695.57874685596,3617281.223336519,59 9,-1.625,2.8126449613560847
478695.9907054477,3617279.781015432,59 10,-1.625,2.8126449613560847
478696.4026640394,3617278.3386943447,59 11,-1.125,0.7997606267400562
478696.81462263106,3617276.8963732575,59 12,-1.125,1.1674085277937376
478697.2265812228,3617275.4540521703,59 13,-0.875,0.655859995453236
478692.5576025663,3617291.451751142,60 1,-1.5,0.7768099557783835
478693.02995449107,3617290.028064498,60 2,-0.75,0.6315285027951743
478693.5023064158,3617288.6043778546,60 3,-1.0,0.621121078464228
478693.97465834056,3617287.180691211,60 4,-1.25,3.3012127880277413
478694.4470102653,3617285.7570045674,60 5,-0.5,0.5590610734503998
478694.91936219,3617284.333317924,60 6,-1.375,2.966501835468873
478695.39171411475,3617282.90963128,60 7,-0.5,0.5820412541655674
478695.8640660395,3617281.4859446366,60 8,-1.625,2.8126449613560847
478696.33641796425,3617280.062257993,60 9,-1.625,2.8126449613560847
478696.808769889,3617278.6385713494,60 10,-1.125,0.7997606267400562
478697.28112181375,3617277.214884706,60 11,-1.125,1.1674085277937376
478697.7534737385,3617275.7911980622,60 12,-0.875,0.655859995453236
478698.2258256632,3617274.3675114186,60 13,-0.875,0.655859995453236
478692.20148045034,3617289.9231390143,61 1,-1.0,0.621121078464228
478692.2191657881,3617288.423243275,61 2,-1.0,0.621121078464228
478692.23685112584,3617286.9233475355,61 3,-0.5,0.5590610734503998
478692.2545364636,3617285.423451796,61 4,-0.5,0.5590610734503998
478692.27222180134,3617283.923556057,61 5,-1.375,2.966501835468873
478692.2899071391,3617282.4236603174,61 6,-0.5,0.5820412541655674
478692.30759247683,3617280.923764578,61 7,-1.625,2.8126449613560847
478692.3252778146,3617279.423868839,61 8,-1.125,0.7997606267400562
478692.34296315233,3617277.9239731,61 9,-1.125,1.1674085277937376
478692.3606484901,3617276.4240773604,61 10,-0.75,0.5748816014262145
478692.3783338279,3617274.924181621,61 11,-0.875,0.655859995453236
478692.39601916564,3617273.4242858817,61 12,-0.875,0.655859995453236
478692.4137045034,3617271.9243901423,61 13,-1.0,0.9637908829757145
478692.5380027903,3617291.6938775536,62 1,-1.5,0.7768099557783835
478692.75542988296,3617293.178035719,62 2,-1.5,0.7768099557783835
478692.9728569756,3617294.6621938837,62 3,-0.875,0.6662025986603868
478693.19028406835,3617296.146352049,62 4,-1.25,0.7269675787166352
478693.407711161,3617297.6305102143,62 5,-1.25,0.7269675787166352
478693.62513825373,3617299.1146683795,62 6,-1.25,0.7269675787166352
478693.8425653464,3617300.598826545,62 7,-1.375,2.1529492845441887
478694.0599924391,3617302.08298471,62 8,-1.25,0.7750596294315931
478694.2774195318,3617303.567142875,62 9,-1.25,0.7750596294315931
478694.4948466245,3617305.05130104,62 10,-1.25,2.1291005714818274
478694.71227371716,3617306.5354592055,62 11,-1.25,2.1291005714818274
478694.9297008099,3617308.019617371,62 12,-0.625,0.529702180740562
478695.14712790254,3617309.503775536,62 13,-0.625,0.6076810058874558
478692.07264089125,3617290.2903736,63 1,-0.75,0.6315285027951743
478692.1331215597,3617291.7891538003,63 2,-1.5,0.7768099557783835
478692.19360222813,3617293.2879340006,63 3,-1.5,0.7768099557783835
478692.2540828966,3617294.7867142013,63 4,-0.875,0.6662025986603868
478692.314563565,3617296.2854944016,63 5,-1.25,0.7269675787166352
478692.37504423346,3617297.784274602,63 6,-1.25,0.7269675787166352
478692.4355249019,3617299.283054802,63 7,-1.625,1.118841196179731
478692.4960055703,3617300.7818350024,63 8,-1.375,2.1529492845441887
