Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Rs-Check,Vab (V),Channel,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Y Average tab raw 0,Y Average tab raw 10,Y Average tab raw 20,Y Average tab raw 30,Y Average tab raw 40,Y Average tab raw 50,Y Average tab raw 60,Y Average tab raw 70,Y Average tab raw 80,Y Average tab raw 90,Y Average tab raw 100,Y Average tab raw 110,Y Average tab raw 120,Y Average tab raw 130,Y Average tab raw 140,Y Average tab raw 150,Y Average tab raw 160,Y Average tab raw 170,Y Average tab raw 180,Y Average tab raw 190,Y Average tab raw 200,Y Average tab raw 210,Y Average tab raw 220,Y Average tab raw 230,Y Average tab raw 240,recip error (%)
,Mixed / non conventional,19.0,20.0,24.0,25.0,5.33,0.03,27.38,-4.415,312.076,250,-376.99,0.0,50,3,12.31,31.0,16.27,36.0,-4.2,-3.538,-1.946,0.319,2.463,3.89,4.542,4.694,4.65,4.579,4.535,4.51,4.491,4.475,4.457,4.434,4.411,4.394,4.382,4.374,4.367,4.363,4.36,4.355,4.342,0.37453183520598454
,Mixed / non conventional,19.0,20.0,25.0,26.0,5.73,0.03,-24.61,-2.711,312.076,250,-659.73,0.0,50,4,12.31,31.0,16.27,36.0,-2.579,-2.178,-1.207,0.178,1.488,2.362,2.77,2.876,2.857,2.816,2.786,2.772,2.766,2.754,2.737,2.719,2.705,2.697,2.693,2.687,2.682,2.677,2.674,2.671,2.664,-0.8764241893076374
,Mixed / non conventional,19.0,20.0,17.0,21.0,5.26,0.03,-280.34,174.243,312.076,250,9.42,0.0,50,6,12.31,31.0,16.27,36.0,-165.93,-139.801,-76.781,12.781,97.391,153.612,179.259,185.356,183.739,181.103,179.395,178.385,177.547,176.673,175.791,174.976,174.269,173.666,173.152,172.712,172.331,171.997,171.7,171.431,170.98,-0.18993352326685256
,Mixed / non conventional,19.0,21.0,22.0,24.0,5.03,0.01,88.18,-186.713,437.527,250,-11.78,0.0,50,1,12.28,31.0,16.27,36.0,-178.169,-150.199,-82.704,13.221,103.844,164.084,191.606,198.208,196.548,193.786,192.016,190.989,190.131,189.213,188.282,187.438,186.726,186.135,185.635,185.203,184.827,184.5,184.213,183.957,183.511,0.0
,Mixed / non conventional,19.0,21.0,24.0,26.0,5.77,0.01,3.59,-30.619,437.527,250,-82.47,0.0,50,2,12.28,31.0,16.27,36.0,-29.226,-24.641,-13.587,2.124,16.975,26.857,31.383,32.476,32.208,31.757,31.471,31.308,31.174,31.028,30.879,30.742,30.625,30.526,30.441,30.363,30.292,30.232,30.187,30.155,30.092,0.0
,Mixed / non conventional,19.0,21.0,23.0,25.0,5.6,0.03,101.06,-64.982,437.527,250,-37.7,0.0,50,4,12.28,31.0,16.27,36.0,-62.041,-52.371,-28.978,4.341,35.883,56.899,66.54,68.895,68.361,67.427,66.818,66.458,66.16,65.848,65.531,65.241,64.998,64.796,64.628,64.488,64.367,64.259,64.161,64.075,63.923,0.1784121320249897
,Mixed / non conventional,19.0,21.0,25.0,27.0,6.09,0.01,17.54,-17.663,437.527,250,-150.8,0.0,50,5,12.28,31.0,16.27,36.0,-16.854,-14.222,-7.86,1.197,9.77,15.48,18.095,18.725,18.568,18.307,18.143,18.052,17.977,17.896,17.81,17.725,17.652,17.601,17.566,17.533,17.495,17.455,17.417,17.387,17.344,0.0
,Mixed / non conventional,19.0,22.0,23.0,26.0,6.69,0.0,69.41,-193.428,282.571,250,-9.77,0.0,50,1,12.31,31.0,16.27,36.0,-183.908,-154.774,-84.496,15.257,109.303,171.599,199.841,206.402,204.479,201.501,199.602,198.488,197.538,196.502,195.424,194.414,193.529,192.772,192.124,191.568,191.09,190.68,190.328,190.026,189.533,0.0
,Mixed / non conventional,19.0,22.0,24.0,27.0,5.82,0.0,44.72,-58.868,282.571,250,-27.93,0.0,50,3,12.31,31.0,16.27,36.0,-56.02,-47.222,-25.938,4.347,32.967,51.976,60.635,62.681,62.127,61.24,60.678,60.36,60.093,59.794,59.473,59.167,58.899,58.669,58.472,58.306,58.169,58.055,57.954,57.86,57.709,0.0
,Mixed / non conventional,19.0,22.0,25.0,28.0,6.29,0.0,116.27,-31.435,282.571,250,-56.55,0.0,50,5,12.31,31.0,16.27,36.0,-29.939,-25.253,-13.906,2.252,17.539,27.707,32.351,33.459,33.171,32.701,32.403,32.23,32.082,31.917,31.745,31.584,31.444,31.33,31.236,31.152,31.073,31.004,30.948,30.904,30.829,0.0
,Mixed / non conventional,19.0,24.0,25.0,30.0,7.77,0.02,82.0,-255.091,272.4,250,-8.29,0.0,50,1,12.33,31.0,16.27,36.0,-243.13,-204.828,-112.321,19.172,143.332,225.707,263.123,271.846,269.31,265.362,262.847,261.39,260.177,258.874,257.534,256.287,255.203,254.287,253.521,252.878,252.335,251.873,251.477,251.131,250.52,0.12861736334406013
,Mixed / non conventional,20.0,21.0,22.0,23.0,5.05,0.06,67.07,-62.098,231.65,250,-18.85,0.0,50,1,12.34,31.0,16.27,36.0,-58.944,-49.545,-27.039,4.797,34.786,54.682,63.759,65.936,65.396,64.5,63.935,63.613,63.342,63.043,62.729,62.431,62.169,61.939,61.738,61.559,61.4,61.256,61.124,61.001,60.812,0.0
,Mixed / non conventional,20.0,21.0,17.0,18.0,8.06,0.03,-3.12,-24.709,231.015,250,-75.4,0.0,50,1,12.35,31.0,16.27,36.0,-23.49,-19.818,-10.966,1.617,13.52,21.46,25.123,26.044,25.875,25.551,25.347,25.236,25.147,25.05,24.94,24.825,24.721,24.636,24.565,24.499,24.435,24.372,24.31,24.257,24.187,0.0
,Mixed / non conventional,20.0,21.0,23.0,24.0,5.7,0.14,-17.01,-17.478,231.125,250,-75.4,0.0,50,1,12.36,31.0,16.27,36.0,-16.583,-13.96,-7.673,1.235,9.644,15.243,17.816,18.451,18.319,18.084,17.938,17.857,17.791,17.72,17.646,17.573,17.503,17.433,17.366,17.306,17.257,17.217,17.184,17.15,17.094,0.0
,Mixed / non conventional,20.0,21.0,24.0,25.0,5.75,0.17,93.37,-7.046,231.125,250,-188.5,0.0,50,2,12.36,31.0,16.27,36.0,-6.676,-5.662,-3.172,0.411,3.833,6.135,7.208,7.481,7.431,7.332,7.268,7.233,7.205,7.176,7.143,7.108,7.073,7.041,7.018,7.004,6.99,6.97,6.949,6.93,6.91,0.0
,Mixed / non conventional,20.0,21.0,25.0,26.0,6.22,0.18,-23.39,-3.812,231.125,250,-376.99,0.0,50,3,12.36,31.0,16.27,36.0,-3.621,-3.053,-1.69,0.248,2.085,3.315,3.887,4.034,4.012,3.968,3.94,3.918,3.894,3.869,3.845,3.826,3.813,3.801,3.789,3.774,3.76,3.75,3.744,3.738,3.728,0.0
,Mixed / non conventional,20.0,21.0,26.0,27.0,6.42,0.12,40.46,-2.248,231.125,250,-659.73,0.0,50,4,12.36,31.0,16.27,36.0,-2.118,-1.78,-0.978,0.161,1.246,1.974,2.31,2.391,2.366,2.325,2.298,2.284,2.275,2.268,2.26,2.254,2.25,2.248,2.244,2.238,2.227,2.215,2.206,2.196,2.185,0.0
,Mixed / non conventional,20.0,21.0,15.0,16.0,5.75,0.05,17.34,-3.527,231.125,250,-376.99,0.0,50,6,12.36,31.0,16.27,36.0,-3.345,-2.819,-1.557,0.232,1.926,3.059,3.584,3.718,3.695,3.648,3.618,3.603,3.587,3.567,3.551,3.541,3.534,3.526,3.517,3.506,3.494,3.483,3.473,3.465,3.453,-0.5203816131830051
,Mixed / non conventional,20.0,22.0,23.0,25.0,6.89,0.01,73.12,-104.664,178.862,250,-11.78,0.0,50,1,12.38,31.0,16.27,36.0,-98.929,-83.161,-45.347,8.207,58.698,92.209,107.487,111.129,110.196,108.678,107.728,107.203,106.769,106.282,105.753,105.239,104.769,104.343,103.949,103.579,103.23,102.906,102.616,102.36,102.009,0.0
,Mixed / non conventional,20.0,22.0,25.0,27.0,6.2,0.04,17.8,-13.44,178.862,250,-82.47,0.0,50,2,12.38,31.0,16.27,36.0,-12.735,-10.743,-5.939,0.904,7.392,11.725,13.721,14.217,14.113,13.924,13.806,13.746,13.696,13.638,13.572,13.508,13.452,13.403,13.359,13.319,13.282,13.246,13.21,13.173,13.124,0.0
,Mixed / non conventional,20.0,22.0,24.0,26.0,5.78,0.02,63.74,-27.445,178.862,250,-37.7,0.0,50,4,12.38,31.0,16.27,36.0,-25.964,-21.877,-12.032,1.965,15.212,24.044,28.103,29.094,28.865,28.47,28.223,28.092,27.987,27.867,27.733,27.597,27.472,27.362,27.263,27.17,27.086,27.011,26.943,26.878,26.784,0.0
,Mixed / non conventional,20.0,22.0,26.0,28.0,6.73,0.02,139.92,-7.988,178.862,250,-150.8,0.0,50,5,12.38,31.0,16.27,36.0,-7.561,-6.369,-3.497,0.581,4.435,6.999,8.172,8.455,8.386,8.274,8.21,8.178,8.144,8.104,8.065,8.028,7.991,7.957,7.93,7.906,7.883,7.86,7.84,7.82,7.793,0.4447739065974701
,Mixed / non conventional,20.0,23.0,24.0,27.0,7.58,0.01,99.44,-124.944,161.18,250,-9.77,0.0,50,1,12.38,31.0,16.27,36.0,-117.942,-99.119,-53.932,10.086,70.422,110.403,128.54,132.762,131.549,129.684,128.539,127.922,127.425,126.875,126.282,125.691,125.129,124.604,124.113,123.65,123.212,122.805,122.436,122.106,121.663,0.13183915622939732
,Mixed / non conventional,20.0,23.0,25.0,28.0,6.4,0.01,116.73,-36.932,161.18,250,-27.93,0.0,50,3,12.38,31.0,16.27,36.0,-34.956,-29.471,-16.24,2.573,20.366,32.216,37.652,38.982,38.688,38.182,37.879,37.728,37.608,37.467,37.306,37.14,36.981,36.837,36.705,36.576,36.451,36.335,36.23,36.137,36.015,0.0
,Mixed / non conventional,20.0,23.0,26.0,29.0,7.38,0.03,-93.98,-21.04,161.18,250,-56.55,0.0,50,5,12.38,31.0,16.27,36.0,-19.908,-16.786,-9.258,1.454,11.595,18.356,21.458,22.213,22.038,21.742,21.566,21.483,21.416,21.332,21.238,21.149,21.069,20.988,20.908,20.834,20.77,20.713,20.659,20.605,20.529,0.13540961408259697
,Mixed / non conventional,20.0,25.0,26.0,31.0,7.87,0.0,-22.25,-179.827,189.404,250,-8.29,0.0,50,1,12.38,31.0,16.27,36.0,-170.867,-143.895,-79.139,12.579,99.098,156.614,182.974,189.437,188.063,185.664,184.216,183.473,182.876,182.192,181.445,180.715,180.034,179.398,178.8,178.241,177.735,177.292,176.913,176.588,176.092,0.0
,Mixed / non conventional,21.0,22.0,23.0,24.0,7.62,0.01,60.72,-87.493,216.38,250,-18.85,0.0,50,1,12.37,31.0,16.27,36.0,-82.774,-69.502,-37.672,7.361,49.738,77.77,90.457,93.384,92.501,91.156,90.308,89.825,89.424,88.985,88.515,88.057,87.636,87.256,86.914,86.61,86.345,86.115,85.916,85.739,85.477,0.0
,Mixed / non conventional,21.0,22.0,24.0,25.0,5.6,0.19,26.75,-16.097,216.565,250,-75.4,0.0,50,1,12.37,31.0,16.27,36.0,-15.274,-12.873,-7.077,1.163,8.953,14.134,16.499,17.063,16.916,16.679,16.534,16.46,16.4,16.326,16.241,16.158,16.083,16.015,15.952,15.897,15.849,15.808,15.769,15.731,15.682,0.1784121320249897
,Mixed / non conventional,21.0,22.0,25.0,26.0,6.04,0.45,23.74,-6.934,216.565,250,-188.5,0.0,50,2,12.37,31.0,16.27,36.0,-6.545,-5.506,-3.011,0.534,3.889,6.122,7.142,7.385,7.326,7.231,7.172,7.136,7.105,7.073,7.04,7.006,6.973,6.943,6.919,6.894,6.87,6.849,6.834,6.82,6.795,-0.3316749585406379
,Mixed / non conventional,21.0,22.0,26.0,27.0,6.38,0.04,39.97,-3.665,216.565,250,-376.99,0.0,50,3,12.37,31.0,16.27,36.0,-3.465,-2.922,-1.609,0.258,2.027,3.207,3.747,3.874,3.841,3.792,3.767,3.756,3.747,3.732,3.712,3.692,3.672,3.652,3.636,3.624,3.613,3.6,3.587,3.578,3.569,-0.6289308176100635
,Mixed / non conventional,21.0,22.0,27.0,28.0,7.35,0.05,99.07,-2.414,216.565,250,-659.73,0.0,50,4,12.37,31.0,16.27,36.0,-2.283,-1.928,-1.063,0.171,1.341,2.122,2.476,2.556,2.532,2.502,2.487,2.48,2.471,2.458,2.443,2.428,2.416,2.407,2.398,2.388,2.379,2.368,2.357,2.345,2.334,0.13596193065942452
,Mixed / non conventional,21.0,22.0,19.0,23.0,7.22,0.01,-227.41,165.974,216.565,250,9.42,0.0,50,6,12.37,31.0,16.27,36.0,-157.085,-132.169,-72.251,12.75,92.953,146.189,170.448,176.217,174.725,172.31,170.808,169.98,169.3,168.538,167.711,166.904,166.166,165.502,164.895,164.336,163.821,163.351,162.923,162.533,161.992,0.13860013860013565
,Mixed / non conventional,21.0,23.0,24.0,26.0,7.85,0.0,47.91,-127.456,191.219,250,-11.78,0.0,50,1,12.38,31.0,16.27,36.0,-120.307,-101.039,-54.841,10.578,72.194,112.983,131.453,135.722,134.445,132.499,131.29,130.624,130.087,129.497,128.858,128.222,127.626,127.082,126.587,126.13,125.702,125.301,124.931,124.593,124.133,0.2544529262086573
,Mixed / non conventional,21.0,23.0,26.0,28.0,6.88,0.02,139.6,-15.96,191.219,250,-82.47,0.0,50,2,12.38,31.0,16.27,36.0,-15.118,-12.734,-6.999,1.146,8.843,13.962,16.305,16.874,16.743,16.52,16.38,16.306,16.249,16.186,16.118,16.049,15.98,15.916,15.858,15.805,15.758,15.716,15.677,15.64,15.585,0.0
,Mixed / non conventional,21.0,23.0,25.0,27.0,6.19,0.03,56.98,-31.4,191.219,250,-37.7,0.0,50,4,12.38,31.0,16.27,36.0,-29.721,-25.045,-13.777,2.243,17.393,27.479,32.098,33.215,32.953,32.514,32.249,32.112,31.999,31.866,31.722,31.585,31.458,31.336,31.218,31.109,31.012,30.927,30.852,30.782,30.677,0.0
,Mixed / non conventional,21.0,23.0,27.0,29.0,8.51,0.01,-134.62,-10.794,191.219,250,-150.8,0.0,50,5,12.38,31.0,16.27,36.0,-10.227,-8.623,-4.752,0.751,5.955,9.422,11.017,11.408,11.322,11.171,11.079,11.03,10.989,10.943,10.894,10.847,10.802,10.764,10.732,10.704,10.677,10.646,10.612,10.579,10.538,0.0
,Mixed / non conventional,21.0,24.0,25.0,28.0,7.68,0.0,151.54,-164.959,209.881,250,-9.77,0.0,50,1,12.38,31.0,16.27,36.0,-156.52,-131.812,-72.292,12.228,92.052,145.092,169.292,175.061,173.576,171.157,169.646,168.815,168.137,167.386,166.586,165.814,165.111,164.485,163.927,163.427,162.975,162.564,162.189,161.851,161.359,0.0
,Mixed / non conventional,21.0,24.0,26.0,29.0,7.67,0.01,-95.08,-57.657,209.881,250,-27.93,0.0,50,3,12.38,31.0,16.27,36.0,-54.771,-46.2,-25.498,3.961,31.841,50.418,58.941,61.019,60.547,59.736,59.234,58.96,58.733,58.48,58.212,57.953,57.715,57.496,57.297,57.118,56.962,56.825,56.701,56.591,56.428,0.13029315960911775
,Mixed / non conventional,21.0,24.0,27.0,30.0,9.0,0.01,65.97,-33.407,209.881,250,-56.55,0.0,50,5,12.38,31.0,16.27,36.0,-31.719,-26.76,-14.772,2.294,18.453,29.225,34.17,35.376,35.098,34.621,34.323,34.163,34.039,33.898,33.74,33.584,33.442,33.313,33.193,33.085,32.99,32.909,32.84,32.781,32.692,0.0
,Mixed / non conventional,21.0,26.0,27.0,32.0,8.83,0.0,-115.8,-237.049,222.638,250,-8.29,0.0,50,1,12.37,31.0,16.27,36.0,-225.189,-189.818,-104.662,16.229,130.435,206.407,241.205,249.703,247.862,244.702,242.826,241.895,241.15,240.267,239.276,238.293,237.385,236.558,235.797,235.089,234.434,233.842,233.318,232.861,232.19,-0.11331444759206558
,Mixed / non conventional,22.0,23.0,24.0,25.0,9.04,0.02,96.52,-74.208,154.797,250,-18.85,0.0,50,1,12.4,31.0,16.27,36.0,-69.927,-58.59,-31.443,6.916,42.951,66.708,77.359,79.7,78.829,77.603,76.829,76.377,75.997,75.585,75.15,74.73,74.348,74.005,73.695,73.409,73.151,72.922,72.716,72.529,72.265,0.0
,Mixed / non conventional,22.0,23.0,19.0,20.0,4.13,0.02,45.05,-8.498,154.953,250,-75.4,0.0,50,1,12.4,31.0,16.27,36.0,-8.043,-6.756,-3.673,0.691,4.8,7.522,8.761,9.051,8.967,8.836,8.755,8.71,8.673,8.632,8.59,8.548,8.508,8.47,8.439,8.418,8.404,8.391,8.378,8.361,8.326,0.0
,Mixed / non conventional,22.0,23.0,25.0,26.0,6.06,0.04,-20.03,-12.451,154.968,250,-75.4,0.0,50,1,12.4,31.0,16.27,36.0,-11.816,-9.945,-5.443,0.942,6.965,10.963,12.784,13.219,13.114,12.939,12.827,12.757,12.695,12.631,12.57,12.515,12.465,12.416,12.371,12.329,12.289,12.254,12.224,12.202,12.171,0.0
,Mixed / non conventional,22.0,23.0,26.0,27.0,6.56,0.05,63.75,-5.394,154.968,250,-188.5,0.0,50,2,12.4,31.0,16.27,36.0,-5.123,-4.323,-2.389,0.374,2.995,4.743,5.542,5.732,5.682,5.603,5.552,5.524,5.501,5.479,5.455,5.43,5.405,5.383,5.362,5.34,5.322,5.314,5.313,5.309,5.294,0.0
,Mixed / non conventional,22.0,23.0,27.0,28.0,7.77,0.19,99.65,-3.192,154.968,250,-376.99,0.0,50,3,12.4,31.0,16.27,36.0,-3.026,-2.551,-1.408,0.221,1.77,2.808,3.284,3.398,3.367,3.315,3.281,3.262,3.247,3.234,3.222,3.208,3.194,3.18,3.165,3.15,3.141,3.137,3.134,3.129,3.118,0.0
,Mixed / non conventional,22.0,23.0,28.0,29.0,10.32,0.11,-235.0,-2.425,154.968,250,-659.73,0.0,50,4,12.4,31.0,16.27,36.0,-2.299,-1.935,-1.064,0.172,1.339,2.119,2.482,2.574,2.558,2.525,2.503,2.488,2.473,2.458,2.449,2.441,2.431,2.417,2.403,2.393,2.388,2.389,2.392,2.388,2.378,0.0
,Mixed / non conventional,22.0,23.0,17.0,18.0,7.13,0.06,-44.2,-2.929,154.968,250,-376.99,0.0,50,6,12.4,31.0,16.27,36.0,-2.77,-2.338,-1.291,0.2,1.615,2.561,3.0,3.108,3.08,3.031,2.999,2.985,2.98,2.973,2.962,2.952,2.941,2.926,2.909,2.897,2.891,2.885,2.877,2.868,2.859,0.2808988764044884
,Mixed / non conventional,22.0,24.0,25.0,27.0,7.79,0.01,41.97,-110.161,166.697,250,-11.78,0.0,50,1,12.4,31.0,16.27,36.0,-104.299,-87.753,-47.935,8.571,61.901,97.3,113.413,117.211,116.169,114.514,113.472,112.89,112.412,111.886,111.326,110.782,110.284,109.83,109.414,109.034,108.695,108.396,108.13,107.887,107.536,0.0
,Mixed / non conventional,22.0,24.0,27.0,29.0,9.14,0.02,-134.76,-18.477,166.697,250,-82.47,0.0,50,2,12.4,31.0,16.27,36.0,-17.531,-14.794,-8.173,1.268,10.216,16.185,18.927,19.598,19.447,19.186,19.023,18.931,18.851,18.759,18.663,18.574,18.498,18.434,18.372,18.309,18.248,18.194,18.149,18.11,18.057,-0.109469074986314
,Mixed / non conventional,22.0,24.0,26.0,28.0,7.23,0.01,161.51,-31.976,166.697,250,-37.7,0.0,50,4,12.4,31.0,16.27,36.0,-30.299,-25.555,-14.082,2.254,17.722,28.034,32.766,33.92,33.655,33.199,32.913,32.754,32.618,32.465,32.305,32.154,32.019,31.894,31.776,31.664,31.56,31.471,31.396,31.33,31.236,0.0
,Mixed / non conventional,22.0,24.0,28.0,30.0,10.36,0.04,-33.74,-11.45,166.697,250,-150.8,0.0,50,5,12.4,31.0,16.27,36.0,-10.862,-9.156,-5.042,0.811,6.351,10.041,11.732,12.136,12.033,11.869,11.772,11.72,11.675,11.619,11.559,11.505,11.457,11.414,11.374,11.337,11.305,11.279,11.254,11.229,11.193,-0.28999516674721476
,Mixed / non conventional,22.0,25.0,26.0,29.0,7.76,0.01,-75.0,-143.177,180.255,250,-9.77,0.0,50,1,12.4,31.0,16.27,36.0,-135.903,-114.457,-62.855,10.333,79.409,125.312,146.297,151.374,150.195,148.208,146.985,146.327,145.793,145.198,144.553,143.919,143.332,142.799,142.314,141.871,141.469,141.11,140.793,140.512,140.092,0.12878300064391227
,Mixed / non conventional,22.0,25.0,27.0,30.0,8.32,0.0,65.93,-53.697,180.255,250,-27.93,0.0,50,3,12.4,31.0,16.27,36.0,-50.989,-43.005,-23.744,3.636,29.533,46.786,54.707,56.652,56.237,55.51,55.069,54.839,54.652,54.439,54.203,53.969,53.753,53.559,53.382,53.218,53.068,52.932,52.812,52.706,52.548,0.0
,Mixed / non conventional,22.0,25.0,28.0,31.0,9.85,0.01,-162.17,-31.411,180.255,250,-56.55,0.0,50,5,12.4,31.0,16.27,36.0,-29.841,-25.18,-13.919,2.099,17.255,27.359,32.001,33.143,32.902,32.479,32.22,32.083,31.967,31.836,31.696,31.566,31.448,31.337,31.23,31.131,31.045,30.975,30.915,30.857,30.765,-0.2032520325203209
,Mixed / non conventional,22.0,27.0,28.0,33.0,10.09,0.03,-229.29,-212.834,174.897,250,-8.29,0.0,50,1,12.4,31.0,16.27,36.0,-201.988,-170.092,-93.463,15.184,117.739,185.919,217.128,224.712,222.98,220.031,218.225,217.262,216.471,215.588,214.655,213.765,212.949,212.196,211.503,210.87,210.295,209.767,209.28,208.839,208.195,0.0
,Mixed / non conventional,23.0,24.0,25.0,26.0,8.54,0.01,38.01,-68.917,152.048,250,-18.85,0.0,50,1,12.41,31.0,16.27,36.0,-65.129,-54.708,-29.663,5.828,39.259,61.382,71.384,73.67,72.943,71.855,71.172,70.791,70.479,70.131,69.752,69.378,69.036,68.735,68.47,68.232,68.017,67.822,67.644,67.482,67.256,0.23391812865498654
,Mixed / non conventional,23.0,24.0,26.0,27.0,6.96,0.03,0.11,-14.057,152.287,250,-75.4,0.0,50,1,12.41,31.0,16.27,36.0,-13.293,-11.185,-6.12,1.062,7.838,12.335,14.382,14.87,14.753,14.562,14.445,14.378,14.322,14.262,14.198,14.134,14.071,14.012,13.959,13.915,13.873,13.832,13.791,13.752,13.699,-0.14378145219266408
,Mixed / non conventional,23.0,24.0,27.0,28.0,8.34,0.27,157.31,-6.737,152.287,250,-188.5,0.0,50,2,12.41,31.0,16.27,36.0,-6.363,-5.383,-2.993,0.435,3.7,5.887,6.893,7.138,7.081,6.985,6.93,6.904,6.882,6.853,6.819,6.787,6.758,6.737,6.719,6.698,6.671,6.641,6.615,6.598,6.578,0.3590664272890408
,Mixed / non conventional,23.0,24.0,28.0,29.0,11.39,0.03,-235.27,-4.6,152.287,250,-376.99,0.0,50,3,12.41,31.0,16.27,36.0,-4.354,-3.671,-2.023,0.321,2.541,4.021,4.703,4.87,4.832,4.768,4.731,4.712,4.693,4.67,4.646,4.625,4.607,4.59,4.571,4.55,4.529,4.511,4.498,4.49,4.481,0.1754385964912243
,Mixed / non conventional,23.0,24.0,29.0,30.0,9.6,0.19,200.71,-2.217,152.287,250,-659.73,0.0,50,4,12.41,31.0,16.27,36.0,-2.082,-1.745,-0.944,0.185,1.247,1.95,2.269,2.342,2.317,2.282,2.264,2.259,2.256,2.253,2.25,2.246,2.236,2.222,2.206,2.188,2.171,2.159,2.154,2.15,2.144,-0.8368200836820092
,Mixed / non conventional,23.0,24.0,21.0,25.0,8.29,0.01,-259.01,133.877,152.287,250,9.42,0.0,50,6,12.41,31.0,16.27,36.0,-126.536,-106.479,-58.202,10.34,75.047,118.009,137.577,142.208,140.972,139.0,137.779,137.113,136.566,135.952,135.29,134.645,134.052,133.513,133.019,132.557,132.12,131.712,131.334,130.987,130.516,0.0
,Mixed / non conventional,23.0,25.0,26.0,28.0,7.57,0.01,156.52,-104.72,163.037,250,-11.78,0.0,50,1,12.41,31.0,16.27,36.0,-99.154,-83.436,-45.678,7.836,58.308,91.807,107.079,110.728,109.821,108.346,107.452,106.99,106.622,106.203,105.745,105.29,104.859,104.457,104.081,103.729,103.404,103.107,102.837,102.591,102.247,0.0
,Mixed / non conventional,23.0,25.0,28.0,30.0,9.61,0.03,-34.0,-19.008,163.037,250,-82.47,0.0,50,2,12.41,31.0,16.27,36.0,-18.034,-15.24,-8.46,1.216,10.391,16.515,19.33,20.025,19.881,19.625,19.47,19.393,19.333,19.263,19.181,19.097,19.019,18.95,18.891,18.84,18.789,18.735,18.683,18.636,18.575,0.0
,Mixed / non conventional,23.0,25.0,27.0,29.0,8.21,0.01,-83.74,-35.496,163.037,250,-37.7,0.0,50,4,12.41,31.0,16.27,36.0,-33.648,-28.373,-15.656,2.428,19.539,30.941,36.177,37.459,37.175,36.684,36.388,36.237,36.117,35.98,35.83,35.683,35.547,35.421,35.302,35.186,35.074,34.973,34.885,34.807,34.695,0.0
,Mixed / non conventional,23.0,25.0,29.0,31.0,9.43,0.02,72.59,-10.19,163.037,250,-150.8,0.0,50,5,12.41,31.0,16.27,36.0,-9.651,-8.139,-4.487,0.708,5.621,8.891,10.389,10.755,10.675,10.534,10.449,10.405,10.369,10.329,10.285,10.242,10.2,10.161,10.127,10.098,10.073,10.045,10.015,9.987,9.954,0.0
,Mixed / non conventional,23.0,26.0,27.0,30.0,8.65,0.01,112.58,-140.436,158.65,250,-9.77,0.0,50,1,12.4,31.0,16.27,36.0,-132.911,-111.847,-61.261,10.424,78.026,122.894,143.356,148.261,147.072,145.125,143.957,143.366,142.908,142.39,141.812,141.224,140.66,140.126,139.617,139.136,138.686,138.271,137.894,137.556,137.089,0.0
,Mixed / non conventional,23.0,26.0,28.0,31.0,9.51,0.0,-163.08,-54.011,158.65,250,-27.93,0.0,50,3,12.4,31.0,16.27,36.0,-51.181,-43.159,-23.815,3.682,29.687,47.006,54.952,56.901,56.485,55.762,55.328,55.108,54.937,54.742,54.521,54.297,54.087,53.89,53.704,53.527,53.362,53.209,53.069,52.941,52.763,-0.2105263157894692
,Mixed / non conventional,23.0,26.0,29.0,32.0,9.49,0.02,20.53,-26.62,158.65,250,-56.55,0.0,50,5,12.4,31.0,16.27,36.0,-25.215,-21.259,-11.715,1.852,14.676,23.202,27.098,28.041,27.831,27.476,27.265,27.157,27.071,26.971,26.862,26.756,26.656,26.561,26.471,26.387,26.306,26.223,26.145,26.074,25.983,0.0
,Mixed / non conventional,23.0,28.0,29.0,34.0,9.28,0.01,-159.43,-164.025,146.653,250,-8.29,0.0,50,1,12.41,31.0,16.27,36.0,-155.684,-131.053,-71.952,11.726,90.61,142.987,166.92,172.714,171.387,169.156,167.821,167.154,166.637,166.05,165.406,164.776,164.2,163.677,163.185,162.711,162.259,161.836,161.448,161.091,160.568,-0.10781671159029421
,Mixed / non conventional,24.0,25.0,26.0,27.0,7.79,0.01,68.26,-73.274,177.32,250,-18.85,0.0,50,1,12.41,31.0,16.27,36.0,-69.405,-58.344,-31.76,5.9,41.389,64.904,75.577,78.066,77.35,76.239,75.544,75.153,74.828,74.468,74.083,73.709,73.367,73.062,72.791,72.546,72.324,72.127,71.957,71.812,71.601,0.0
,Mixed / non conventional,24.0,25.0,21.0,22.0,5.61,0.05,22.36,-13.197,177.44,250,-75.4,0.0,50,1,12.41,31.0,16.27,36.0,-12.486,-10.499,-5.72,1.049,7.426,11.653,13.574,14.029,13.912,13.723,13.602,13.533,13.479,13.421,13.354,13.283,13.216,13.158,13.108,13.063,13.021,12.983,12.951,12.926,12.892,0.1784121320249897
