Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Rs-Check,Vab (V),Channel,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Y Average tab raw 0,Y Average tab raw 10,Y Average tab raw 20,Y Average tab raw 30,Y Average tab raw 40,Y Average tab raw 50,Y Average tab raw 60,Y Average tab raw 70,Y Average tab raw 80,Y Average tab raw 90,Y Average tab raw 100,Y Average tab raw 110,Y Average tab raw 120,Y Average tab raw 130,Y Average tab raw 140,Y Average tab raw 150,Y Average tab raw 160,Y Average tab raw 170,Y Average tab raw 180,Y Average tab raw 190,Y Average tab raw 200,Y Average tab raw 210,Y Average tab raw 220,Y Average tab raw 230,Y Average tab raw 240,recip error (%)
,Mixed / non conventional,14.0,18.0,34.0,10.0,8.64,0.0,317.31,-173.579,917.738,250,-45.7,0.0,50,6,12.08,30.0,16.29,38.6,-166.267,-140.411,-77.844,11.082,95.069,150.947,176.604,182.941,181.625,179.257,177.779,176.986,176.359,175.681,174.966,174.277,173.651,173.103,172.639,172.262,171.967,171.748,171.59,171.474,171.182,0.11567379988432375
,Mixed / non conventional,15.0,19.0,20.0,14.0,6.31,0.01,359.47,-1874.452,1166.46,250,-3.93,0.0,50,1,12.02,30.0,16.29,38.6,-1809.164,-1529.697,-852.477,110.394,1019.35,1622.867,1898.133,1963.78,1946.865,1919.528,1903.243,1895.852,1891.362,1886.807,1881.909,1877.242,1873.238,1870.036,1867.606,1865.827,1864.545,1863.604,1862.879,1862.291,1859.589,0.0
,Mixed / non conventional,15.0,19.0,14.0,21.0,5.82,0.0,-306.8,1224.554,1166.46,250,5.54,0.0,50,2,12.02,30.0,16.29,38.6,-1181.394,-998.673,-555.942,73.48,667.564,1061.876,1241.553,1284.205,1272.917,1254.85,1244.042,1239.075,1236.024,1232.945,1229.652,1226.514,1223.81,1221.628,1219.957,1218.725,1217.831,1217.166,1216.647,1216.22,1214.415,0.0
,Mixed / non conventional,15.0,19.0,21.0,13.0,7.22,0.02,212.75,-893.03,1166.46,250,-9.42,0.0,50,3,12.02,30.0,16.29,38.6,-861.596,-728.349,-405.505,53.468,486.673,774.214,905.252,936.374,928.163,915.008,907.142,903.53,901.313,899.076,896.687,894.415,892.463,890.888,889.674,888.769,888.106,887.616,887.237,886.928,885.614,0.0
,Mixed / non conventional,15.0,19.0,13.0,22.0,7.42,0.02,-311.81,721.925,1166.46,250,12.0,0.0,50,4,12.02,30.0,16.29,38.6,-696.615,-588.989,-328.155,42.737,392.88,625.357,731.37,756.62,750.058,739.481,733.167,730.286,728.53,726.754,724.845,723.021,721.454,720.199,719.242,718.536,718.021,717.636,717.329,717.075,716.012,0.0
,Mixed / non conventional,15.0,19.0,22.0,12.0,8.36,0.02,374.42,-590.998,1166.46,250,-16.49,0.0,50,5,12.02,30.0,16.29,38.6,-570.352,-482.186,-268.597,35.022,321.591,511.825,598.565,619.232,613.886,605.259,600.114,597.77,596.342,594.9,593.351,591.876,590.608,589.59,588.813,588.244,587.835,587.532,587.293,587.094,586.226,0.0
,Mixed / non conventional,15.0,19.0,12.0,23.0,8.73,0.02,-291.98,511.063,1166.46,250,19.92,0.0,50,6,12.02,30.0,16.29,38.6,-493.116,-416.836,-232.068,30.553,278.393,442.886,517.852,535.672,531.002,523.509,519.038,516.999,515.752,514.486,513.125,511.829,510.718,509.831,509.158,508.66,508.294,508.017,507.799,507.622,506.871,-0.11461318051575685
,Mixed / non conventional,15.0,19.0,23.0,11.0,9.66,0.02,233.75,-448.121,1166.46,250,-25.13,0.0,50,7,12.02,30.0,16.29,38.6,-432.376,-365.464,-203.423,26.849,244.131,388.327,454.045,469.673,465.585,459.017,455.097,453.31,452.222,451.121,449.934,448.803,447.833,447.055,446.455,446.005,445.672,445.423,445.235,445.091,444.446,0.0
,Mixed / non conventional,15.0,19.0,11.0,29.0,10.1,0.02,-239.42,287.823,1166.46,250,40.91,0.0,50,8,12.02,30.0,16.29,38.6,-277.734,-234.687,-130.531,17.38,156.876,249.413,291.568,301.586,298.963,294.757,292.255,291.119,290.431,289.733,288.98,288.258,287.633,287.133,286.756,286.48,286.276,286.123,286.009,285.925,285.517,0.0
,Mixed / non conventional,15.0,19.0,29.0,9.0,12.79,0.02,222.47,-226.16,1166.46,250,-65.97,0.0,50,9,12.02,30.0,16.29,38.6,-218.227,-184.363,-102.495,13.702,123.244,195.889,228.979,236.85,234.81,231.53,229.584,228.707,228.177,227.638,227.056,226.498,226.016,225.63,225.335,225.115,224.954,224.837,224.753,224.688,224.362,0.0781555295037246
,Mixed / non conventional,15.0,19.0,9.0,31.0,12.78,0.02,-100.75,207.619,1166.46,250,71.81,0.0,50,10,12.02,30.0,16.29,38.6,-200.04,-168.097,-91.898,15.16,115.236,181.061,210.722,217.569,215.575,212.558,210.788,209.988,209.493,208.985,208.442,207.927,207.483,207.127,206.853,206.647,206.498,206.395,206.321,206.266,205.944,0.0
,Mixed / non conventional,15.0,19.0,31.0,7.0,15.38,0.02,42.64,-178.469,1166.46,250,-100.53,0.0,50,11,12.02,30.0,16.29,38.6,-171.941,-144.363,-78.712,13.364,99.308,155.755,181.142,186.978,185.261,182.684,181.175,180.49,180.065,179.63,179.164,178.722,178.345,178.047,177.821,177.654,177.534,177.451,177.39,177.341,177.06,0.12995451591942542
,Mixed / non conventional,15.0,19.0,7.0,43.0,12.07,0.02,111.22,106.678,1166.46,250,131.95,0.0,50,12,12.02,30.0,16.29,38.6,-103.049,-86.933,-48.168,6.638,58.15,92.225,107.711,111.393,110.464,108.973,108.106,107.731,107.511,107.288,107.044,106.811,106.61,106.446,106.321,106.235,106.183,106.153,106.137,106.125,105.98,0.0
,Mixed / non conventional,15.0,19.0,43.0,3.0,15.97,0.01,-61.7,-79.408,1166.46,250,-234.57,0.0,50,13,12.02,30.0,16.29,38.6,-76.738,-64.67,-35.737,5.058,43.322,68.598,80.079,82.818,82.141,81.043,80.406,80.138,79.988,79.834,79.66,79.489,79.343,79.235,79.161,79.112,79.079,79.057,79.045,79.043,78.945,0.3750000000000031
,Mixed / non conventional,15.0,19.0,21.0,17.0,8.91,0.01,-90.0,-549.474,1161.83,250,-18.85,0.0,50,1,12.02,30.0,16.3,38.6,-528.671,-446.659,-248.171,33.8,299.845,476.459,557.067,576.427,571.692,563.872,559.157,556.907,555.443,553.976,552.434,550.934,549.551,548.321,547.278,546.452,545.838,545.398,545.082,544.842,543.99,0.0
,Mixed / non conventional,15.0,19.0,17.0,18.0,7.33,0.01,7.85,904.084,1161.83,250,9.42,0.0,50,2,12.02,30.0,16.3,38.6,-870.479,-736.222,-410.612,52.683,490.442,781.534,914.767,947.098,939.615,926.952,919.36,915.81,913.531,911.225,908.779,906.39,904.187,902.23,900.571,899.254,898.277,897.585,897.103,896.75,895.408,-0.1365187713310551
,Mixed / non conventional,15.0,19.0,18.0,16.0,6.16,0.01,43.09,-1518.418,1161.83,250,-4.71,0.0,50,3,12.02,30.0,16.3,38.6,-1460.839,-1234.862,-687.138,91.841,827.511,1316.322,1539.655,1593.41,1580.33,1558.622,1545.5,1539.224,1535.136,1531.045,1526.737,1522.527,1518.634,1515.175,1512.245,1509.904,1508.14,1506.866,1505.953,1505.266,1502.914,0.0
,Mixed / non conventional,15.0,19.0,16.0,20.0,6.68,0.01,-15.56,1810.901,1161.83,250,4.28,0.0,50,4,12.02,30.0,16.3,38.6,-1742.281,-1472.321,-818.549,110.653,987.731,1570.2,1836.15,1900.064,1884.439,1858.611,1843.038,1835.612,1830.772,1825.911,1820.79,1815.793,1811.179,1807.08,1803.609,1800.845,1798.775,1797.291,1796.238,1795.454,1792.667,0.0
,Mixed / non conventional,15.0,19.0,17.0,25.0,16.89,0.0,142.64,207.624,1158.501,250,94.25,0.0,50,1,12.02,30.0,16.29,38.6,-199.678,-168.706,-93.822,12.492,112.779,179.387,209.859,217.279,215.619,212.783,211.096,210.309,209.793,209.27,208.733,208.225,207.749,207.288,206.847,206.46,206.166,205.974,205.857,205.782,205.477,0.0
,Mixed / non conventional,15.0,19.0,25.0,13.0,7.41,0.01,145.76,-546.523,1158.501,250,-15.71,0.0,50,2,12.02,30.0,16.29,38.6,-525.165,-443.686,-246.526,33.582,297.918,473.471,553.696,573.09,568.528,560.881,556.297,554.123,552.678,551.201,549.667,548.209,546.85,545.56,544.348,543.289,542.462,541.893,541.526,541.273,540.426,0.0
,Mixed / non conventional,15.0,19.0,13.0,27.0,7.3,0.01,-68.25,504.679,1158.501,250,16.76,0.0,50,3,12.02,30.0,16.29,38.6,-484.925,-409.674,-227.579,31.115,275.219,437.313,511.368,529.251,525.019,517.945,513.706,511.697,510.367,509.009,507.596,506.247,504.987,503.793,502.673,501.697,500.937,500.412,500.066,499.821,499.028,0.0
,Mixed / non conventional,15.0,19.0,27.0,11.0,10.15,0.01,79.43,-312.061,1158.501,250,-37.7,0.0,50,4,12.02,30.0,16.29,38.6,-299.883,-253.287,-140.619,19.357,170.249,270.406,316.143,327.183,324.575,320.218,317.609,316.373,315.552,314.714,313.843,313.017,312.25,311.522,310.835,310.232,309.764,309.446,309.243,309.1,308.611,0.09847365829640359
,Mixed / non conventional,15.0,19.0,11.0,39.0,8.63,0.01,-330.45,212.086,1158.501,250,47.12,0.0,50,5,12.02,30.0,16.29,38.6,-203.88,-172.098,-95.421,13.268,115.663,183.574,214.574,222.069,220.33,217.41,215.674,214.865,214.335,213.792,213.229,212.697,212.203,211.735,211.293,210.903,210.601,210.399,210.275,210.189,209.863,0.0
,Mixed / non conventional,15.0,19.0,39.0,3.0,17.63,0.0,307.74,-94.819,1158.501,250,-215.42,0.0,50,6,12.02,30.0,16.29,38.6,-91.246,-76.897,-42.475,6.104,51.718,81.893,95.645,98.983,98.247,96.996,96.269,95.945,95.74,95.524,95.297,95.078,94.872,94.672,94.48,94.316,94.201,94.136,94.104,94.089,93.958,0.2266288951841513
,Mixed / non conventional,15.0,19.0,21.0,24.0,6.77,0.0,29.47,-305.342,1158.501,250,-25.7,0.0,50,8,12.02,30.0,16.29,38.6,-293.398,-247.941,-137.848,18.661,166.429,264.603,309.481,320.326,317.755,313.451,310.86,309.625,308.806,307.976,307.113,306.289,305.521,304.795,304.114,303.518,303.052,302.728,302.515,302.368,301.896,0.0
,Mixed / non conventional,15.0,19.0,24.0,18.0,6.19,0.01,-115.3,659.118,1158.501,250,10.87,0.0,50,9,12.02,30.0,16.29,38.6,-634.042,-536.581,-299.921,37.189,356.064,568.404,665.874,689.812,684.657,675.649,670.28,667.796,666.176,664.497,662.735,661.054,659.488,658.001,656.605,655.388,654.445,653.808,653.407,653.137,652.169,-0.16168148746969563
,Mixed / non conventional,15.0,19.0,18.0,30.0,6.51,0.01,320.22,-771.544,1158.501,250,-9.78,0.0,50,10,12.02,30.0,16.29,38.6,-742.068,-627.916,-350.768,43.975,417.315,665.864,779.894,807.829,801.708,791.089,784.746,781.798,779.875,777.895,775.823,773.842,771.993,770.233,768.58,767.139,766.024,765.267,764.785,764.455,763.307,0.0
,Mixed / non conventional,15.0,19.0,30.0,12.0,8.56,0.01,34.68,-338.961,1158.501,250,-29.26,0.0,50,11,12.02,30.0,16.29,38.6,-325.756,-275.177,-152.859,20.845,184.716,293.524,343.246,355.277,352.469,347.75,344.927,343.595,342.714,341.816,340.884,339.994,339.165,338.378,337.637,336.986,336.479,336.129,335.902,335.746,335.225,0.0
,Mixed / non conventional,15.0,19.0,12.0,33.0,8.28,0.01,-279.09,314.911,1158.501,250,30.45,0.0,50,12,12.02,30.0,16.29,38.6,-302.538,-255.239,-141.224,20.292,172.36,273.139,319.081,330.128,327.484,323.105,320.49,319.251,318.421,317.572,316.699,315.876,315.111,314.38,313.689,313.084,312.617,312.3,312.095,311.948,311.448,0.0
,Mixed / non conventional,15.0,19.0,33.0,9.0,12.56,0.01,205.91,-191.08,1158.501,250,-76.12,0.0,50,13,12.02,30.0,16.29,38.6,-183.541,-154.65,-85.26,12.777,104.887,165.819,193.54,200.182,198.582,195.953,194.393,193.657,193.164,192.658,192.14,191.654,191.203,190.77,190.355,189.99,189.713,189.529,189.412,189.33,189.025,0.1591089896579123
,Mixed / non conventional,15.0,19.0,9.0,36.0,11.73,0.01,-193.9,168.364,1158.501,250,80.69,0.0,50,14,12.02,30.0,16.29,38.6,-161.784,-136.369,-75.285,11.055,92.213,145.932,170.398,176.281,174.886,172.577,171.213,170.583,170.171,169.742,169.291,168.861,168.463,168.087,167.731,167.417,167.174,167.009,166.906,166.84,166.583,0.0
,Mixed / non conventional,15.0,19.0,36.0,6.0,15.36,0.01,158.7,-128.588,1158.501,250,-138.42,0.0,50,15,12.02,30.0,16.29,38.6,-123.544,-104.029,-57.263,8.693,70.58,111.479,130.078,134.543,133.483,131.734,130.704,130.232,129.926,129.61,129.275,128.952,128.651,128.371,128.112,127.886,127.709,127.586,127.505,127.45,127.247,0.1301236174365735
,Mixed / non conventional,15.0,19.0,6.0,39.0,14.17,0.01,-278.72,110.988,1157.512,250,147.77,0.0,50,1,12.02,30.0,16.29,38.6,-106.611,-89.848,-49.61,7.211,60.586,95.906,112.012,115.927,115.071,113.609,112.762,112.395,112.163,111.908,111.631,111.359,111.098,110.838,110.584,110.361,110.196,110.092,110.029,109.985,109.81,0.0
,Mixed / non conventional,15.0,19.0,39.0,7.0,13.22,0.01,257.01,-121.728,1157.512,250,-125.66,0.0,50,2,12.02,30.0,16.29,38.6,-116.928,-98.556,-54.439,7.884,66.447,105.213,122.895,127.196,126.259,124.653,123.715,123.294,123.02,122.73,122.425,122.131,121.85,121.57,121.295,121.051,120.863,120.735,120.656,120.609,120.426,0.0
,Mixed / non conventional,15.0,19.0,23.0,27.0,8.64,0.01,147.76,-132.718,1157.512,250,-75.4,0.0,50,4,12.02,30.0,16.29,38.6,-127.394,-107.671,-59.909,8.004,72.146,114.788,134.314,139.077,138.018,136.201,135.119,134.613,134.276,133.925,133.556,133.199,132.86,132.526,132.197,131.899,131.667,131.511,131.411,131.341,131.127,0.0
,Mixed / non conventional,15.0,19.0,35.0,11.0,9.37,0.0,195.2,-237.359,1157.512,250,-45.7,0.0,50,6,12.02,30.0,16.29,38.6,-227.811,-192.158,-106.286,15.31,129.761,205.609,240.215,248.592,246.684,243.467,241.567,240.684,240.09,239.469,238.821,238.2,237.61,237.025,236.452,235.941,235.546,235.276,235.099,234.978,234.592,0.0
,Mixed / non conventional,16.0,20.0,21.0,15.0,5.9,0.06,326.34,-496.366,330.396,250,-3.93,0.0,50,1,12.23,30.0,16.29,38.6,-470.672,-397.038,-219.104,34.365,274.476,434.615,508.151,526.052,521.851,514.677,510.229,507.919,506.179,504.278,502.175,500.041,498.002,496.067,494.201,492.502,491.077,489.83,488.606,487.367,485.668,0.0
,Mixed / non conventional,16.0,20.0,15.0,22.0,6.12,0.07,-424.77,364.938,330.396,250,5.54,0.0,50,2,12.23,30.0,16.29,38.6,-346.207,-292.236,-161.684,24.435,200.888,318.699,372.918,386.235,383.268,378.081,374.872,373.219,371.98,370.624,369.12,367.589,366.121,364.729,363.386,362.16,361.126,360.219,359.328,358.427,357.187,0.0
,Mixed / non conventional,16.0,20.0,22.0,14.0,6.99,0.05,352.65,-245.185,330.396,250,-9.42,0.0,50,3,12.23,30.0,16.29,38.6,-232.639,-196.363,-108.625,16.433,134.978,214.118,250.539,259.484,257.49,254.005,251.853,250.748,249.919,249.009,247.998,246.972,245.993,245.066,244.168,243.348,242.658,242.051,241.452,240.849,240.024,0.0
,Mixed / non conventional,16.0,20.0,14.0,23.0,7.49,0.06,-270.61,206.224,330.396,250,12.0,0.0,50,4,12.23,30.0,16.29,38.6,-195.654,-165.14,-91.35,13.839,113.561,180.138,210.772,218.285,216.591,213.646,211.833,210.912,210.225,209.461,208.606,207.737,206.907,206.118,205.352,204.652,204.07,203.567,203.077,202.579,201.885,-0.13360053440213476
,Mixed / non conventional,16.0,20.0,23.0,13.0,8.43,0.05,209.95,-168.806,330.396,250,-16.49,0.0,50,5,12.23,30.0,16.29,38.6,-160.156,-135.163,-74.737,11.379,93.001,147.486,172.555,178.704,177.318,174.908,173.42,172.658,172.086,171.454,170.751,170.037,169.358,168.717,168.099,167.534,167.057,166.636,166.224,165.81,165.24,0.0
,Mixed / non conventional,16.0,20.0,13.0,24.0,8.74,0.07,-164.26,145.048,330.396,250,19.92,0.0,50,6,12.23,30.0,16.29,38.6,-137.644,-116.156,-64.216,9.788,79.915,126.714,148.241,153.524,152.341,150.275,148.994,148.333,147.84,147.304,146.709,146.102,145.52,144.967,144.437,143.957,143.555,143.2,142.849,142.494,142.005,0.0
,Mixed / non conventional,16.0,20.0,24.0,12.0,9.52,0.05,236.83,-125.149,330.396,250,-25.13,0.0,50,7,12.23,30.0,16.29,38.6,-118.737,-100.19,-55.372,8.477,68.977,109.351,127.922,132.478,131.456,129.675,128.572,128.001,127.572,127.104,126.589,126.069,125.57,125.094,124.628,124.199,123.837,123.527,123.231,122.936,122.521,0.0
,Mixed / non conventional,16.0,20.0,12.0,30.0,10.45,0.06,-31.96,84.425,330.396,250,40.91,0.0,50,8,12.23,30.0,16.29,38.6,-80.125,-67.6,-37.349,5.723,46.517,73.728,86.24,89.312,88.63,87.438,86.699,86.318,86.032,85.721,85.38,85.036,84.706,84.389,84.081,83.799,83.561,83.354,83.153,82.951,82.667,0.0
,Mixed / non conventional,16.0,20.0,30.0,10.0,13.19,0.06,-64.01,-66.031,330.396,250,-65.97,0.0,50,9,12.23,30.0,16.29,38.6,-62.678,-52.859,-29.179,4.505,36.387,57.647,67.423,69.824,69.291,68.359,67.785,67.494,67.28,67.043,66.774,66.497,66.238,66.003,65.773,65.553,65.362,65.2,65.049,64.898,64.678,0.0
,Mixed / non conventional,16.0,20.0,10.0,32.0,13.1,0.06,-147.46,60.286,330.396,250,71.81,0.0,50,10,12.23,30.0,16.29,38.6,-57.196,-48.168,-26.468,4.321,33.399,52.747,61.615,63.772,63.272,62.417,61.895,61.632,61.437,61.222,60.982,60.733,60.491,60.26,60.033,59.825,59.655,59.514,59.379,59.24,59.043,0.0
,Mixed / non conventional,16.0,20.0,32.0,8.0,15.76,0.08,266.61,-51.811,330.396,250,-100.53,0.0,50,11,12.23,30.0,16.29,38.6,-49.136,-41.367,-22.712,3.738,28.706,45.314,52.926,54.78,54.357,53.632,53.19,52.963,52.79,52.602,52.396,52.185,51.981,51.784,51.594,51.422,51.28,51.155,51.032,50.91,50.735,0.06343165239454353
,Mixed / non conventional,16.0,20.0,8.0,44.0,12.24,0.05,-275.81,30.637,330.396,250,131.95,0.0,50,12,12.23,30.0,16.29,38.6,-29.09,-24.498,-13.47,2.16,16.912,26.722,31.222,32.326,32.089,31.674,31.424,31.299,31.207,31.105,30.988,30.864,30.742,30.623,30.508,30.404,30.325,30.265,30.208,30.143,30.042,0.0
,Mixed / non conventional,16.0,20.0,44.0,4.0,16.07,0.09,183.42,-22.642,330.396,250,-234.57,0.0,50,13,12.23,30.0,16.29,38.6,-21.516,-18.093,-9.916,1.634,12.51,19.732,23.037,23.845,23.668,23.36,23.177,23.092,23.031,22.961,22.881,22.797,22.714,22.633,22.554,22.485,22.429,22.382,22.338,22.29,22.215,-0.18685767673622633
,Mixed / non conventional,16.0,20.0,4.0,48.0,14.77,0.1,-158.66,19.652,330.396,250,248.37,0.0,50,14,12.23,30.0,16.29,38.6,-18.639,-15.651,-8.531,1.511,10.956,17.218,20.076,20.765,20.602,20.328,20.161,20.072,20.005,19.938,19.865,19.788,19.711,19.642,19.576,19.513,19.456,19.407,19.362,19.319,19.256,0.0
,Mixed / non conventional,16.0,20.0,22.0,18.0,6.57,0.0,5.07,-118.129,338.885,250,-18.85,0.0,50,1,12.24,30.0,16.29,38.6,-112.116,-94.494,-52.093,8.127,65.037,102.934,120.347,124.638,123.721,122.087,121.064,120.518,120.103,119.664,119.198,118.736,118.294,117.869,117.46,117.078,116.736,116.45,116.215,116.007,115.669,0.0
,Mixed / non conventional,16.0,20.0,18.0,19.0,7.58,0.04,62.07,272.408,338.885,250,9.42,0.0,50,2,12.24,30.0,16.29,38.6,-258.82,-218.37,-120.885,17.741,148.914,236.395,276.697,286.738,284.752,281.091,278.817,277.622,276.707,275.731,274.694,273.669,272.688,271.746,270.837,269.979,269.207,268.552,268.005,267.528,266.761,0.0
,Mixed / non conventional,16.0,20.0,19.0,17.0,7.06,0.02,-53.98,-507.702,338.885,250,-4.71,0.0,50,3,12.24,30.0,16.29,38.6,-482.421,-407.107,-225.488,32.878,277.42,440.552,515.736,534.496,530.811,523.988,519.746,517.519,515.813,513.988,512.043,510.122,508.287,506.53,504.843,503.255,501.822,500.604,499.598,498.729,497.326,0.0
,Mixed / non conventional,16.0,20.0,17.0,21.0,6.17,0.0,84.11,488.287,338.885,250,4.28,0.0,50,4,12.24,30.0,16.29,38.6,-463.483,-390.785,-215.675,33.202,268.533,425.304,497.352,515.122,511.356,504.632,500.429,498.184,496.457,494.626,492.693,490.792,488.976,487.232,485.555,483.974,482.55,481.345,480.351,479.487,478.1,0.0
,Mixed / non conventional,16.0,20.0,18.0,26.0,8.53,0.04,231.28,30.614,338.214,250,94.25,0.0,50,1,12.25,30.0,16.29,38.6,-29.053,-24.403,-13.281,2.427,17.188,26.942,31.358,32.387,32.1,31.656,31.384,31.236,31.114,30.979,30.839,30.71,30.599,30.503,30.413,30.32,30.228,30.142,30.063,29.991,29.889,0.0
,Mixed / non conventional,16.0,20.0,26.0,14.0,7.6,0.03,102.96,-163.649,338.214,250,-15.71,0.0,50,2,12.25,30.0,16.29,38.6,-155.829,-131.515,-72.853,10.58,89.499,142.071,166.212,172.151,170.893,168.668,167.301,166.587,166.026,165.411,164.765,164.153,163.597,163.086,162.6,162.135,161.699,161.303,160.95,160.631,160.153,-0.1316655694535851
,Mixed / non conventional,16.0,20.0,14.0,28.0,7.56,0.03,44.24,152.677,338.214,250,16.76,0.0,50,3,12.25,30.0,16.29,38.6,-145.389,-122.73,-68.028,9.801,83.443,132.509,155.044,160.59,159.418,157.345,156.07,155.404,154.886,154.327,153.739,153.17,152.64,152.148,151.685,151.247,150.839,150.466,150.133,149.834,149.39,0.0
,Mixed / non conventional,16.0,20.0,28.0,12.0,10.49,0.01,-23.2,-94.07,338.214,250,-37.7,0.0,50,4,12.25,30.0,16.29,38.6,-89.573,-75.604,-41.897,6.044,51.391,81.598,95.472,98.893,98.183,96.923,96.158,95.759,95.437,95.081,94.711,94.362,94.041,93.745,93.463,93.194,92.941,92.71,92.501,92.311,92.034,-0.09537434430138089
,Mixed / non conventional,16.0,20.0,12.0,40.0,8.86,0.04,-204.32,63.555,338.214,250,47.12,0.0,50,5,12.25,30.0,16.29,38.6,-60.57,-51.102,-28.291,4.103,34.707,55.074,64.424,66.734,66.264,65.42,64.905,64.639,64.432,64.206,63.967,63.741,63.535,63.342,63.159,62.988,62.832,62.689,62.556,62.431,62.246,0.0
,Mixed / non conventional,16.0,20.0,40.0,4.0,17.68,0.04,136.55,-27.751,338.214,250,-215.42,0.0,50,6,12.25,30.0,16.29,38.6,-26.478,-22.307,-12.313,1.819,15.128,23.97,28.029,29.039,28.846,28.49,28.273,28.163,28.08,27.996,27.91,27.827,27.748,27.67,27.59,27.512,27.443,27.385,27.337,27.292,27.215,0.0
,Mixed / non conventional,16.0,20.0,22.0,25.0,5.93,0.01,152.72,-78.065,338.214,250,-25.7,0.0,50,8,12.25,30.0,16.29,38.6,-74.376,-62.806,-34.862,4.916,42.572,67.674,79.213,82.064,81.478,80.428,79.787,79.455,79.194,78.906,78.603,78.311,78.039,77.786,77.552,77.336,77.135,76.951,76.785,76.633,76.405,0.0
,Mixed / non conventional,16.0,20.0,25.0,19.0,7.46,0.06,-100.74,232.068,338.214,250,10.87,0.0,50,9,12.25,30.0,16.29,38.6,-221.168,-186.862,-103.926,14.213,126.123,200.801,235.199,243.753,242.052,238.947,237.048,236.072,235.309,234.465,233.575,232.729,231.957,231.243,230.564,229.919,229.316,228.765,228.268,227.818,227.148,0.0
,Mixed / non conventional,16.0,20.0,19.0,31.0,7.6,0.05,146.93,-262.897,338.214,250,-9.78,0.0,50,10,12.25,30.0,16.29,38.6,-250.517,-211.724,-117.848,15.971,142.807,227.48,266.49,276.189,274.256,270.737,268.587,267.476,266.601,265.635,264.62,263.657,262.783,261.973,261.198,260.455,259.759,259.125,258.553,258.037,257.28,0.0
,Mixed / non conventional,16.0,20.0,31.0,13.0,8.98,0.01,85.22,-103.779,338.214,250,-29.26,0.0,50,11,12.25,30.0,16.29,38.6,-98.811,-83.349,-46.093,6.832,56.843,90.126,105.394,109.143,108.344,106.937,106.072,105.618,105.261,104.875,104.479,104.104,103.756,103.426,103.109,102.811,102.543,102.304,102.082,101.872,101.562,0.0
,Mixed / non conventional,16.0,20.0,13.0,34.0,8.65,0.01,-324.23,96.106,338.214,250,30.45,0.0,50,12,12.25,30.0,16.29,38.6,-91.496,-77.136,-42.581,6.449,52.733,83.506,97.606,101.057,100.313,99.016,98.224,97.811,97.486,97.132,96.761,96.405,96.079,95.775,95.486,95.211,94.955,94.722,94.514,94.326,94.048,0.0
,Mixed / non conventional,16.0,20.0,34.0,10.0,12.79,0.03,306.16,-56.838,338.214,250,-76.12,0.0,50,13,12.25,30.0,16.29,38.6,-54.104,-45.548,-25.047,3.959,31.279,49.41,57.706,59.734,59.291,58.524,58.059,57.824,57.641,57.437,57.218,57.009,56.816,56.638,56.47,56.315,56.172,56.042,55.926,55.822,55.655,0.0781555295037246
,Mixed / non conventional,16.0,20.0,10.0,37.0,11.84,0.03,-122.3,49.626,338.214,250,80.69,0.0,50,14,12.25,30.0,16.29,38.6,-47.28,-39.862,-22.034,3.253,27.128,43.011,50.298,52.088,51.712,51.051,50.653,50.452,50.296,50.125,49.943,49.768,49.61,49.467,49.329,49.189,49.054,48.933,48.829,48.737,48.593,0.0
,Mixed / non conventional,16.0,20.0,37.0,7.0,15.61,0.03,90.22,-38.135,338.214,250,-138.42,0.0,50,15,12.25,30.0,16.29,38.6,-36.335,-30.619,-16.902,2.531,20.862,33.052,38.647,40.03,39.747,39.238,38.923,38.76,38.639,38.513,38.38,38.25,38.126,38.01,37.9,37.797,37.702,37.616,37.538,37.464,37.35,-0.32082130253448143
