x,y,HCP1.0,HCP1.0_inph,PRP1.1,PRP1.1_inph,HCP2.0,HCP2.0_inph,PRP2.1,PRP2.1_inph,HCP4.0,HCP4.0_inph,PRP4.1,PRP4.1_inph,,,,,,,
460698.9837,4276463.258,19.7,0.08,7.6,-1.53,9,-0.05,11.2,-5.61,8.5,-0.83,10.6,-17.46,,,,,,,
460698.4015,4276462.221,21,0.14,5.4,-1.55,7.8,-0.1,11.3,-5.65,8.5,-0.9,10.6,-17.21,,,,,,,
460697.8193,4276461.183,19.9,0.21,3.9,-1.59,8.1,-0.1,11.5,-5.36,8.7,-1.03,10.4,-14.9,,,,,,,
460697.3517,4276460.239,19.1,0.25,1.3,-1.69,8.1,-0.13,10.7,-5.44,8.6,-1.19,10.2,-15.26,,,,,,,
460696.884,4276459.295,17.5,0.24,0.7,-1.74,7.9,-0.12,10.8,-5.6,8.9,-1.19,10.9,-16.01,,,,,,,
460696.4163,4276458.35,16.4,0.28,0.2,-1.78,7.4,-0.13,10.6,-5.81,9,-1.21,10.7,-17.34,,,,,,,
460696.0385,4276457.64,14.8,0.23,-0.1,-1.8,7.8,-0.16,10.7,-5.69,9.2,-1.17,10.9,-16.62,,,,,,,
460695.6608,4276456.93,14.1,0.21,0.7,-1.83,8.3,-0.23,10.1,-5.7,9.3,-1.22,10.9,-15.67,,,,,,,
460695.283,4276456.22,15.3,0.25,0.4,-1.86,8.3,-0.21,9.7,-5.9,9.3,-1.27,10.7,-16.81,,,,,,,
460694.9044,4276455.51,13.9,0.25,-0.4,-1.93,8.4,-0.35,9.9,-6.07,9.2,-1.3,10.3,-17.92,,,,,,,
460694.5267,4276454.799,14.5,0.28,-0.3,-1.89,8.4,-0.27,9.8,-5.92,9.1,-1.33,10.4,-16.89,,,,,,,
460694.1489,4276454.089,14.7,0.29,-0.5,-1.88,8.1,-0.27,9.6,-5.86,9.5,-1.36,10.6,-16.36,,,,,,,
460693.7712,4276453.379,13.2,0.29,-0.3,-1.95,7.8,-0.28,9.5,-5.97,9.2,-1.41,10.3,-17.31,,,,,,,
460693.3934,4276452.669,14.6,0.32,-0.2,-1.96,7.9,-0.34,9.5,-6.03,9,-1.35,10.1,-17.34,,,,,,,
460693.0148,4276451.959,18.6,0.35,-0.9,-1.78,8.2,-0.2,8.7,-5.93,9,-1.11,10,-17.08,,,,,,,
460692.637,4276451.248,19.6,0.18,2.3,-1.57,9.5,-0.03,8.1,-5.75,9.4,-0.93,9.8,-17.11,,,,,,,
460692.2593,4276450.538,17.6,0.09,4.8,-1.54,10,0,7.5,-5.75,9.9,-0.94,9.8,-17.65,,,,,,,
460691.8815,4276449.828,16.3,0.07,5.3,-1.51,10.9,-0.03,7,-5.71,10,-0.86,9.6,-17.3,,,,,,,
460691.3817,4276448.893,16,0.04,6,-1.52,11.5,-0.04,7.9,-5.56,9.9,-0.87,9.2,-16.58,,,,,,,
460690.881,4276447.958,16.2,0.07,5.8,-1.53,11.5,0.18,8,-5.59,9.7,-0.91,8.8,-16.21,,,,,,,
460690.3811,4276447.022,16.5,0.07,5.7,-1.53,11,0.24,7.6,-5.67,9.2,-0.96,8.7,-16.51,,,,,,,
460689.8895,4276446.162,16.7,0.08,5.2,-1.52,10.2,0.15,8.2,-5.47,9.3,-0.88,9.3,-15.86,,,,,,,
460689.3978,4276445.301,17.6,0.08,4.8,-1.52,10.5,0.1,8.5,-5.54,9.5,-0.95,10.2,-15.64,,,,,,,
460688.9062,4276444.44,17.9,0.1,4.7,-1.54,10.7,0.07,8.6,-5.46,10,-0.9,10.4,-15.4,,,,,,,
460688.4005,4276443.55,18.7,0.1,4.5,-1.55,10.1,0.01,9,-5.88,10.1,-0.9,10.6,-18.34,,,,,,,
460687.8948,4276442.66,19.2,0.1,5,-1.52,10.2,-0.07,9.3,-5.61,10.1,-0.84,10.9,-16.79,,,,,,,
460687.3891,4276441.77,20,0.12,4.7,-1.57,10.4,-0.04,9.9,-5.62,10,-0.91,10.9,-16.37,,,,,,,
460687.1415,4276441.168,20.2,0.16,3.7,-1.57,10.5,0,10,-5.77,9.7,-0.92,10.9,-17.02,,,,,,,
460686.8949,4276440.566,18.8,0.09,5.2,-1.55,11.5,0.07,9.3,-5.75,9.8,-0.9,11.1,-17.78,,,,,,,
460686.6473,4276439.964,17.9,0.06,6.2,-1.56,11.6,-0.06,9.3,-5.69,9.9,-0.87,11.4,-16.99,,,,,,,
460686.2355,4276439.223,17,0.07,7.4,-1.56,11,0.05,9.6,-5.69,10,-0.82,11.3,-16.49,,,,,,,
460685.8245,4276438.481,13.1,0.13,7.5,-1.58,9.7,0.02,7.6,-5.75,9.5,-0.76,10.4,-17.89,,,,,,,
460685.4126,4276437.739,18.7,0.02,6.8,-1.56,10.9,-0.03,8,-5.78,10.1,-0.79,10.9,-17.79,,,,,,,
460685.0144,4276436.936,18.1,0.06,5.2,-1.54,11.2,-0.14,9.1,-5.8,10.2,-0.77,11.2,-17.38,,,,,,,
460684.6162,4276436.132,18.2,0.08,5.3,-1.56,11,-0.08,9,-5.7,10.6,-0.89,10.9,-16.32,,,,,,,
460684.2179,4276435.329,19.1,0.15,4.7,-1.55,9.1,-0.13,9.6,-5.69,10.1,-0.87,10.4,-17.08,,,,,,,
460683.8051,4276434.557,20,0.17,4.8,-1.58,8.5,-0.05,10,-5.63,10,-0.89,10.5,-16.88,,,,,,,
460683.3922,4276433.786,20.3,0.19,3.5,-1.59,9.5,0.03,10.1,-5.83,9.9,-0.94,10.3,-17.47,,,,,,,
460682.9793,4276433.014,20.3,0.18,3.7,-1.56,9.7,-0.04,10.3,-5.45,9.5,-0.94,10.6,-15.84,,,,,,,
460682.4207,4276432.157,21.1,0.16,3.3,-1.57,8.9,-0.04,10.1,-5.72,9.4,-0.9,10.4,-17.78,,,,,,,
460681.862,4276431.299,21.5,0.21,2.4,-1.6,8.9,-0.12,10.5,-5.58,9.6,-0.99,10.5,-15.28,,,,,,,
460681.3034,4276430.442,20.6,0.26,2.3,-1.64,8.5,0,10.3,-5.64,9.2,-1.05,10.5,-16.88,,,,,,,
460681.1181,4276429.939,20.6,0.27,1.4,-1.7,9.4,-0.14,10.4,-5.95,9.1,-1.01,10.7,-17.43,,,,,,,
460680.9337,4276429.436,19.3,0.13,4.4,-1.56,10.8,0.05,9.4,-5.81,9.6,-0.88,10.5,-17.45,,,,,,,
460680.7485,4276428.932,17.7,0.08,5,-1.55,11.3,-0.02,8.8,-5.76,9.6,-0.84,10.4,-17.75,,,,,,,
460680.3119,4276428.119,16.5,0.06,5.5,-1.57,12.2,0.03,8.3,-5.95,10,-0.8,10.8,-18.33,,,,,,,
460679.8745,4276427.306,15.9,0.07,5.5,-1.54,12.1,0.1,8.1,-5.81,10.3,-0.85,11.2,-17.41,,,,,,,
460679.4379,4276426.493,16.3,0.08,5.8,-1.55,12.2,0.3,8.2,-5.57,10.4,-0.91,10.5,-16.41,,,,,,,
460679.0613,4276425.833,16.1,0.07,5.5,-1.54,12.1,0.2,7.6,-5.62,10.3,-0.85,10,-16.17,,,,,,,
460678.6837,4276425.172,15.9,0.08,5.6,-1.55,11.5,0.28,7.8,-5.55,10.2,-0.9,9.8,-16.19,,,,,,,
460678.3071,4276424.512,16.8,0.06,5.2,-1.55,12,0.14,8.1,-5.85,10,-0.88,9.9,-17.62,,,,,,,
460677.9353,4276423.781,16.3,0.06,4.8,-1.52,12.4,0.04,8.2,-5.86,9.7,-0.77,10.2,-18.07,,,,,,,
460677.5636,4276423.05,16.5,0.07,5.7,-1.58,12,0.17,8.7,-5.89,9.8,-0.86,10.3,-17.73,,,,,,,
460677.1918,4276422.319,9.5,0.27,3.9,-1.51,10.4,0.41,6.7,-5.58,9.6,-0.8,9.8,-17.11,,,,,,,
460676.8383,4276421.576,16.4,0.1,5.4,-1.54,10.7,0.24,7.4,-5.84,10,-0.84,10.2,-17.37,,,,,,,
460676.4838,4276420.833,15.8,0.08,3.8,-1.49,8.8,0.22,7.5,-5.73,10.3,-0.86,9.8,-17.27,,,,,,,
460676.1303,4276420.09,15.5,0.09,4.1,-1.44,9.8,0.19,7,-5.17,10.5,-0.87,10.1,-14.68,,,,,,,
460675.6736,4276419.261,15.4,0.09,3.8,-1.51,10.1,0.28,6,-5.45,10.5,-0.87,9.2,-14.57,,,,,,,
460675.2178,4276418.433,15.2,0.08,4.2,-1.52,11.1,0.36,6.2,-5.63,10.2,-0.93,10,-15.87,,,,,,,
460674.7611,4276417.604,15.2,0.09,4.5,-1.53,12,0.37,6.6,-5.52,10.4,-0.93,9.7,-16.5,,,,,,,
460674.3117,4276416.826,15.3,0.1,4.2,-1.56,11.9,0.33,6.9,-5.74,10.6,-0.86,10.3,-16.51,,,,,,,
460673.8631,4276416.048,15.4,0.1,4,-1.54,10.8,0.27,6.5,-5.79,10.5,-0.94,10.1,-16.66,,,,,,,
460673.4136,4276415.271,15.8,0.09,4,-1.55,10.7,0.17,6.3,-5.83,11,-0.96,9.9,-17.98,,,,,,,
460672.9737,4276414.485,15.1,0.13,7.2,-1.56,11,0.22,7.9,-5.59,10.8,-0.84,10.4,-14.88,,,,,,,
460672.5338,4276413.699,-10.8,0.69,-26.6,-0.74,9.7,0.41,-2.9,-4.68,10.6,-0.79,7.6,-15.32,,,,,,,
460672.0939,4276412.913,19.5,0.02,7.5,-1.64,12.3,0.28,4.8,-5.64,10.9,-0.93,9.9,-17.12,,,,,,,
460671.6451,4276412.102,15.9,0.08,4.3,-1.57,13.1,0.08,7.4,-5.96,10.9,-0.87,9.9,-17.08,,,,,,,
460671.1955,4276411.291,15.7,0.1,4.1,-1.55,11.1,0.24,6.6,-5.6,10.8,-0.98,9.7,-15.54,,,,,,,
460670.7467,4276410.48,15.8,0.1,4.1,-1.56,10.6,0.26,6.7,-5.89,11,-1,9.9,-17.79,,,,,,,
460670.298,4276409.668,15.4,0.09,3.8,-1.56,11.1,0.2,6.3,-5.87,10.6,-0.87,9.8,-16.64,,,,,,,
460669.8492,4276408.857,15.6,0.1,3.8,-1.56,11.5,0.19,6.5,-5.73,10.9,-0.96,10.2,-16.75,,,,,,,
460669.4005,4276408.046,15.8,0.1,3.6,-1.58,11.8,0.15,6.6,-5.92,11.1,-0.92,10.5,-17.6,,,,,,,
460668.9508,4276407.234,15.4,0.1,3.8,-1.58,11.8,0.18,6.2,-5.95,11.3,-0.88,10.2,-17.81,,,,,,,
460668.5021,4276406.423,15.2,0.12,3.7,-1.58,11.1,0.26,6.2,-5.93,11.3,-0.89,9.9,-18.01,,,,,,,
460668.0533,4276405.612,14.6,0.13,3.8,-1.59,11,0.21,6.4,-5.74,10.9,-0.87,10.1,-16.38,,,,,,,
460667.6037,4276404.801,10.2,-0.06,2.3,-1.65,10.5,0.1,5.6,-5.98,10.8,-1.08,9.4,-17.99,,,,,,,
460667.1549,4276403.989,12.5,0.02,2,-1.65,11.4,0.22,6.3,-5.87,10.9,-0.89,10.2,-17.73,,,,,,,
460666.7062,4276403.178,15.1,0.17,3.9,-1.56,10,0.09,5.7,-5.9,10.9,-0.81,10.3,-17.02,,,,,,,
460666.2538,4276402.334,14.1,0.14,3.3,-1.57,10.7,0.2,6.2,-5.68,11.3,-0.9,10.1,-16.8,,,,,,,
460665.8005,4276401.49,14.2,0.13,3.7,-1.58,11.2,0.32,5.8,-5.71,10.8,-1.12,10.2,-16.37,,,,,,,
460665.3481,4276400.646,14.5,0.16,3.8,-1.57,11.7,0.3,5.9,-5.61,11.1,-0.99,10.2,-16.04,,,,,,,
460664.9125,4276399.857,14.7,0.16,3.5,-1.59,11.5,0.23,5.5,-5.87,11.1,-0.85,9.8,-17.32,,,,,,,
460664.4769,4276399.068,14.8,0.2,3.6,-1.61,12,0.35,6.2,-5.83,11.1,-0.87,9.7,-17.4,,,,,,,
460664.0413,4276398.279,13.4,0.23,3,-1.55,12.3,0.32,5.7,-5.82,11,-0.84,9.9,-17.32,,,,,,,
460663.5801,4276397.407,14.2,0.17,3.5,-1.58,11.9,0.34,5.8,-5.46,10.9,-0.93,9.7,-16.15,,,,,,,
460663.1189,4276396.534,13.3,0.17,2.8,-1.58,11.7,0.28,5.4,-5.71,11.1,-0.88,8.5,-17.17,,,,,,,
460662.6576,4276395.662,13.9,0.17,3.4,-1.59,11.9,0.28,5.9,-5.53,10.9,-0.95,9.4,-16.32,,,,,,,
460662.1718,4276394.742,13.8,0.19,2.9,-1.57,11.9,0.25,6,-5.57,10.9,-0.82,9.4,-16.51,,,,,,,
460661.6868,4276393.822,13.9,0.19,3.2,-1.58,11.6,0.23,5.8,-5.67,10.6,-0.87,9.6,-16.85,,,,,,,
460661.201,4276392.902,13.6,0.2,3.5,-1.6,11.2,0.26,5.4,-5.57,10.5,-0.9,9.4,-16.65,,,,,,,
460660.7676,4276392.047,13.6,0.24,3.9,-1.62,10.4,0.33,5.8,-5.65,10.5,-0.86,9.2,-16.56,,,,,,,
460660.3352,4276391.191,9.6,0.41,0.8,-1.49,10.1,0.36,5,-5.49,10.4,-0.87,9.1,-16.03,,,,,,,
460659.9019,4276390.336,12.6,0.28,3.5,-1.59,10.5,0.36,5.4,-5.79,10.2,-0.86,9,-18.04,,,,,,,
460659.5529,4276389.632,15.1,0.19,3.6,-1.57,10.5,0.34,5.3,-5.87,10.2,-0.85,9.3,-17.22,,,,,,,
460659.203,4276388.929,13.9,0.19,3.3,-1.56,11.7,0.17,5.8,-5.55,10.2,-0.85,9.2,-16.27,,,,,,,
460658.854,4276388.225,13.5,0.2,3.3,-1.57,11.4,0.17,6.2,-5.53,10.1,-0.76,9.1,-16.7,,,,,,,
460658.3341,4276387.274,12.9,0.2,3.4,-1.59,10.6,0.2,5.4,-5.71,10.2,-0.87,8.7,-17.31,,,,,,,
460657.815,4276386.323,13.5,0.21,3,-1.6,10.9,0.19,5.9,-5.61,10.1,-0.77,8.8,-16.6,,,,,,,
460657.295,4276385.372,2.4,0.48,4.4,-1.62,7.6,0.47,3.6,-5.09,9.3,-0.72,8,-14.86,,,,,,,
460656.7833,4276384.496,11.3,0.24,6.7,-1.7,7,0.67,2.2,-5.09,9.4,-0.89,8,-14.75,,,,,,,
460656.2707,4276383.621,13.1,0.22,2.8,-1.61,9.7,0.36,6,-5.89,9.6,-0.91,8.2,-17.38,,,,,,,
460655.759,4276382.745,13.2,0.23,3.2,-1.59,9.9,0.16,4.9,-6.05,9.4,-0.6,8.6,-18.34,,,,,,,
460655.2674,4276381.894,13.1,0.22,3.4,-1.57,9.3,0.28,5,-5.55,9.7,-0.76,8.7,-15.98,,,,,,,
460654.7766,4276381.043,13.2,0.2,3.7,-1.59,10,0.25,5.6,-5.46,9.7,-0.9,8.1,-14.49,,,,,,,
460654.285,4276380.192,12.7,0.22,3,-1.57,10.2,0.23,5.2,-5.59,9.4,-0.9,8.1,-17.04,,,,,,,
460653.8932,4276379.272,13.1,0.19,3.5,-1.59,10.2,0.21,5.6,-5.68,9.2,-0.92,8.4,-16.89,,,,,,,
460653.5022,4276378.351,13,0.19,3.5,-1.59,10.1,0.21,5.7,-5.7,9.2,-0.85,8.4,-16.95,,,,,,,
460653.1103,4276377.431,12.2,0.22,3.1,-1.55,9.9,0.36,4.9,-5.74,9.2,-0.83,8.4,-17.36,,,,,,,
460652.5953,4276376.596,13.1,0.19,3.5,-1.58,10.3,0.44,5.3,-5.49,9.1,-0.89,8.5,-15.73,,,,,,,
460652.0812,4276375.762,13.1,0.2,3.6,-1.61,9.6,0.47,5.7,-5.68,8.9,-0.93,8.2,-16.19,,,,,,,
460651.5661,4276374.927,13,0.17,3.4,-1.61,9.8,0.21,5.4,-5.73,8.8,-0.84,8.1,-17.69,,,,,,,
460651.0899,4276374.021,13.2,0.15,3.5,-1.62,9.7,0.24,5.4,-5.95,8.6,-0.78,8,-17.83,,,,,,,
460650.6137,4276373.115,12.2,0.18,2.7,-1.55,9.6,0.26,5.4,-5.61,8.8,-0.8,7.9,-17.1,,,,,,,
460650.1375,4276372.209,12.6,0.16,2.9,-1.6,9.1,0.15,4.8,-5.63,8.9,-0.86,7.6,-16.85,,,,,,,
460649.6652,4276371.381,12.3,0.15,2.9,-1.61,9.2,0.17,4.2,-5.51,8.9,-0.88,7.6,-14.88,,,,,,,
460649.192,4276370.553,13,0.14,2.7,-1.6,8.3,0.2,4.4,-5.58,8.9,-0.95,7.4,-16.8,,,,,,,
460648.7196,4276369.725,13.3,0.17,2.2,-1.59,7,0.19,4.8,-5.72,8.8,-0.93,7.4,-17.64,,,,,,,
460648.3724,4276369.204,14.8,0.2,1.5,-1.66,6.9,0.11,5.4,-5.97,8.6,-0.82,7.6,-17.76,,,,,,,
460648.026,4276368.683,15.2,0.22,0.1,-1.65,6.6,0.13,5.6,-6.09,8.4,-0.82,7.6,-18.42,,,,,,,
460647.6788,4276368.163,15.8,0.27,-1.4,-1.56,6.8,0.11,5.8,-5.46,8.6,-0.96,7.7,-16.37,,,,,,,
460647.6561,4276368.149,16.2,0.4,-1.2,-1.52,7.9,0.26,4.7,-5.08,8.8,-1.07,7.4,-14.94,,,,,,,
460647.6325,4276368.134,16,0.4,-0.4,-1.49,8.1,0.28,5,-5.11,8.7,-1.01,7.4,-14.96,,,,,,,
460647.6098,4276368.12,13.6,0.26,1.3,-1.36,8.8,0.35,5.8,-4.89,8.8,-0.88,7.4,-14.92,,,,,,,
460647.6035,4276368.069,12.4,0.2,1.5,-1.34,8.4,0.28,6.2,-4.84,9,-0.87,7.6,-14.85,,,,,,,
460647.5963,4276368.019,12.4,0.22,1.4,-1.4,8.9,0.29,6.2,-4.7,8.9,-0.88,7.5,-12.01,,,,,,,
460647.5899,4276367.968,10.1,0.01,-0.3,-1.52,6.6,0.41,6.2,-3.64,9.1,-0.66,6.3,-2.31,,,,,,,
460647.7939,4276368.03,7,-0.07,-6,-1.55,6.5,0.87,9,-3.05,8.6,-0.43,5.1,-2.96,,,,,,,
460647.9979,4276368.094,9.3,0.13,-8.3,-1.73,8.8,1.33,9.2,-3.21,8.4,-0.44,5.1,-2.69,,,,,,,
460648.2018,4276368.156,9.5,0.16,-2.2,-1.61,9.2,1.24,6.7,-3.33,8.4,-0.52,4.7,-2.18,,,,,,,
460648.4067,4276368.218,10.2,0.13,0,-1.57,9.7,1.18,6.5,-3.21,8.4,-0.56,4.9,-1.5,,,,,,,
460648.6107,4276368.28,11.4,0.46,1.4,-1.45,10.4,1.36,5,-3.01,8.6,-0.39,4.7,-0.32,,,,,,,
460648.8146,4276368.343,12.7,0.41,1.3,-1.38,8.9,1,4.3,-2.86,8.4,-0.41,5,0.03,,,,,,,
460649.0186,4276368.406,8.7,1.99,19.8,-0.21,9.7,1.41,5.8,-2.8,8.6,-0.23,4.8,-0.04,,,,,,,
460649.2226,4276368.468,33.1,3.02,13.4,-1.08,9.7,1.51,5.9,-3.07,8.5,-0.19,4.2,-3.55,,,,,,,
460649.4266,4276368.53,17.4,1.13,-3.5,-1.72,9.3,1.48,4.8,-3.11,8.2,-0.46,4.5,-2.26,,,,,,,
460649.6314,4276368.594,51.4,5.47,-3.3,-1.45,9.6,1.66,4.1,-2.86,8.2,-0.37,4.2,-2.01,,,,,,,
460649.8354,4276368.656,98.7,3.43,48.1,13.07,9.4,1.4,4.1,-2.78,8.1,-0.49,4.2,-3.27,,,,,,,
460650.0394,4276368.718,23.9,2.05,-6,-1.45,7.1,0.98,6.5,-2.4,8.3,-0.46,4.4,-3.01,,,,,,,
460650.0181,4276368.633,19.7,0.4,-7.9,-2.01,4.5,0.39,7.1,-2.48,8.5,-0.48,5,-3.15,,,,,,,
460649.9968,4276368.547,12.2,0.14,-7.8,-1.18,5.2,-0.06,2.9,-2.75,8.7,-0.75,5.6,-3.11,,,,,,,
460649.9754,4276368.461,13.1,0.16,-8.5,-1.26,7.9,0.08,2.6,-3.36,9.1,-0.88,6.3,-7.84,,,,,,,
460649.5332,4276368.265,17.6,0.05,-14.6,-1.01,8.6,0.02,0.4,-3.01,9.3,-0.97,5.8,-8.59,,,,,,,
460649.0918,4276368.069,18.4,0.05,-14.4,-1.01,7.6,-0.19,-0.5,-3.05,9.3,-0.98,5.8,-8.99,,,,,,,
460648.6496,4276367.873,16.5,0.06,-13.8,-0.97,9.6,0.16,-1,-2.91,9.3,-0.92,5.6,-9.47,,,,,,,
460648.6461,4276367.87,18.1,0.04,-14.1,-0.94,10.2,0.25,-2.3,-2.81,9.3,-0.94,5.5,-9.19,,,,,,,
460648.6426,4276367.868,13.8,0.14,-1.7,-1.33,8.3,0.36,2.1,-3.49,9,-0.88,6.8,-10.16,,,,,,,
460648.6391,4276367.865,12.2,0.2,2.5,-1.44,8.1,0.38,4.2,-3.45,8.8,-0.8,7.5,-9.69,,,,,,,
460648.6374,4276367.873,12.9,0.18,2.6,-1.51,8.4,0.46,3.7,-3.9,8.9,-0.83,7.5,-10.89,,,,,,,
460648.6348,4276367.881,12.5,0.14,2,-1.7,7.9,0.43,3.2,-5.36,8.5,-0.88,7,-15.35,,,,,,,
460648.6331,4276367.89,12.3,0.18,1.7,-1.38,7.9,0.48,3.7,-3.06,8.7,-0.88,6.9,-7.49,,,,,,,
460648.6314,4276367.886,12.4,0.17,1.7,-1.57,7.3,0.44,3.7,-4.47,8.7,-0.92,6.9,-12.12,,,,,,,
460648.6296,4276367.881,12.1,0.15,1.9,-1.66,7.8,0.42,3.4,-5.24,8.7,-0.91,7,-14.62,,,,,,,
460648.6278,4276367.877,11.6,0.17,1.7,-1.46,7.6,0.47,3.9,-3.55,8.6,-0.95,6.7,-8.7,,,,,,,
460648.6287,4276367.876,11.5,0.17,1.9,-1.46,7.8,0.43,3.6,-3.59,8.5,-0.95,6.6,-8.9,,,,,,,
460648.6296,4276367.875,11.6,0.17,1.9,-1.45,7.6,0.44,3.9,-3.59,8.8,-0.9,6.7,-8.87,,,,,,,
460648.6304,4276367.874,11.9,0.16,1.9,-1.46,7.6,0.44,3.7,-3.57,8.7,-0.91,6.7,-8.88,,,,,,,
460648.6279,4276367.887,11.7,0.16,1.8,-1.46,7.8,0.49,3.5,-3.6,8.7,-0.97,6.7,-8.89,,,,,,,
460648.6253,4276367.901,11.7,0.16,1.9,-1.46,7.6,0.48,3.8,-3.59,8.8,-0.95,6.9,-8.91,,,,,,,
460648.6228,4276367.914,12,0.16,1.8,-1.45,7.7,0.42,3.4,-3.54,8.7,-0.89,6.6,-8.73,,,,,,,
460648.7287,4276368.035,12,0.16,1.9,-1.47,7.5,0.47,3.9,-3.71,8.8,-0.91,6.8,-9.16,,,,,,,
460648.8346,4276368.156,11.9,0.17,2.4,-1.69,8.5,0.56,3.9,-5.88,8.6,-0.76,7.2,-16.93,,,,,,,
460648.9405,4276368.276,11.2,0.15,2.3,-1.67,8.4,0.44,4.4,-5.93,8.7,-0.62,6.8,-18.24,,,,,,,
460649.4133,4276369.007,11.5,0.14,2.5,-1.67,8.2,0.44,3.3,-6.15,8.5,-0.71,7.3,-18.17,,,,,,,
460649.8869,4276369.738,12.4,0.12,2.5,-1.64,8.2,0.39,3.2,-5.96,8.7,-0.72,7.3,-17.88,,,,,,,
460650.3596,4276370.469,12.6,0.14,2.6,-1.71,8.8,0.44,3.7,-5.95,8.9,-0.81,7.7,-17.3,,,,,,,
460650.6765,4276371.196,12.9,0.19,1.8,-1.67,4.7,0.15,4.3,-6.2,8.8,-0.8,7.8,-18.21,,,,,,,
460650.9943,4276371.923,13.4,0.24,1.8,-1.68,5,0.12,4.9,-6.24,9,-0.81,8,-18.21,,,,,,,
460651.3112,4276372.65,14.6,0.28,1.3,-1.64,4.9,0.12,6.1,-5.73,9,-0.93,7.9,-15.83,,,,,,,
460651.6162,4276373.085,14.3,0.27,2.3,-1.58,7.7,0.43,5.8,-5.24,9.1,-1.01,7.7,-12.6,,,,,,,
460651.9204,4276373.519,12.8,0.19,3,-1.61,9.5,0.47,5.4,-5.27,8.9,-0.89,7.4,-14.12,,,,,,,
460652.2254,4276373.954,12.6,0.17,3.1,-1.65,9.7,0.25,6.3,-5.6,8.7,-0.84,7.9,-17.05,,,,,,,
460652.6805,4276374.814,12.7,0.18,3.5,-1.66,9.7,0.36,6.2,-5.73,8.6,-0.81,8.2,-17.9,,,,,,,
460653.1356,4276375.674,13,0.19,3.6,-1.65,10.1,0.3,5.1,-6.03,8.8,-0.73,8.3,-18.37,,,,,,,
460653.5907,4276376.534,12.6,0.19,2.9,-1.58,10,0.37,5,-5.91,9,-0.74,8.4,-18.73,,,,,,,
460653.984,4276377.224,13.1,0.19,3,-1.59,9.7,0.46,5,-5.4,9.1,-0.77,8.4,-16.22,,,,,,,
460654.3774,4276377.914,12.2,0.21,3,-1.62,9.8,0.4,5.3,-5.39,9.4,-0.8,8.3,-14.58,,,,,,,
460654.7707,4276378.604,12.7,0.18,3.2,-1.63,10.2,0.37,5.3,-5.42,9.4,-0.84,8.2,-16.03,,,,,,,
460655.2301,4276379.462,12.9,0.18,3.2,-1.66,10.4,0.36,6,-5.7,9.3,-0.85,8.4,-17.63,,,,,,,
460655.6887,4276380.32,12.3,0.21,3,-1.63,10.7,0.32,5.8,-5.65,9.4,-0.84,8.5,-17.58,,,,,,,
460656.1481,4276381.178,12,0.27,2.9,-1.58,10.5,0.31,6.4,-5.38,9.4,-0.79,8.5,-16.72,,,,,,,
460656.6005,4276382.009,12.8,0.22,3.2,-1.65,10.5,0.39,5.9,-5.44,9.7,-0.87,8.6,-16.1,,,,,,,
460657.0528,4276382.841,12.9,0.26,4.2,-1.75,10.5,0.43,6.7,-5.58,9.8,-0.69,8.8,-16.51,,,,,,,
460657.5051,4276383.673,12,0.35,4.1,-1.73,9.9,0.53,6.4,-5.52,9.5,-0.68,8.6,-17.36,,,,,,,
460657.9893,4276384.595,12.6,0.2,3.3,-1.69,10.4,0.51,6.8,-5.77,9.4,-0.79,8.6,-18.15,,,,,,,
460658.4743,4276385.517,13.2,0.17,3.4,-1.65,10.8,0.33,5.9,-5.83,9.6,-0.75,8.7,-17.93,,,,,,,
460658.9584,4276386.439,13.3,0.19,3.4,-1.63,10.7,0.37,6,-5.47,9.9,-0.72,9.1,-15.64,,,,,,,
460659.2386,4276386.973,13.4,0.19,3,-1.62,10.9,0.36,6,-5.56,10.1,-0.8,8.8,-16.88,,,,,,,
460659.5198,4276387.507,13.4,0.2,3.1,-1.63,11.3,0.44,5.8,-5.55,10.2,-0.85,9,-17.02,,,,,,,
460659.8001,4276388.041,13.2,0.2,3.1,-1.62,11,0.39,6,-5.44,10.3,-0.84,9.1,-15.84,,,,,,,
460660.0812,4276388.575,13.3,0.18,3.4,-1.64,11,0.47,6.4,-5.43,10.5,-0.92,9.2,-16.38,,,,,,,
460660.3615,4276389.108,13.2,0.19,3.3,-1.64,11.4,0.37,6.8,-5.59,10.2,-0.85,9.6,-16.89,,,,,,,
460660.6427,4276389.642,7.8,-0.04,5.2,-1.55,9.6,-0.08,7.2,-5.63,10,-1.07,9.5,-17.24,,,,,,,
460660.9229,4276390.176,7.9,0.03,0.3,-1.66,10.5,0.35,4.9,-5.88,10.2,-1,9.5,-17.02,,,,,,,
460661.2041,4276390.71,12.1,0.19,-1.4,-1.73,9.5,0.17,6.1,-5.94,10.3,-0.9,9.5,-16.11,,,,,,,
460661.4844,4276391.244,14.2,0.32,-3.7,-1.81,9.3,0.16,6.2,-5.67,10.2,-1.02,9.3,-14.41,,,,,,,
460661.7655,4276391.778,13.2,0.33,-3.6,-1.84,9.7,0.14,6.3,-5.62,10.4,-1.08,9.5,-14.01,,,,,,,
460662.0458,4276392.311,10.8,0.24,-4.7,-1.93,8.9,0.02,6.9,-6.01,10.3,-1.08,10,-17.25,,,,,,,
460662.3269,4276392.845,11.7,0.1,2.6,-1.61,10.6,0.37,5.6,-5.73,10.7,-0.89,9.9,-17.01,,,,,,,
