x,y,HCP1.0,HCP1.0_inph,PRP1.1,PRP1.1_inph,HCP2.0,HCP2.0_inph,PRP2.1,PRP2.1_inph,HCP4.0,HCP4.0_inph,PRP4.1,PRP4.1_inph,,,,,,,
460644.9168,4276411.563,12.8,0.19,2.8,-1.87,7.9,0.22,5.5,-6.36,9.6,-0.73,7.5,-18.6,,,,,,,
460644.1322,4276412.013,13.7,0.17,2.6,-1.86,7.5,0.15,5.5,-6.45,9.4,-0.7,7.6,-18.29,,,,,,,
460643.3476,4276412.464,13.7,0.17,2.7,-1.88,7.9,0.12,5.5,-6.27,9.4,-0.72,8,-17.82,,,,,,,
460642.5622,4276412.915,13.1,0.15,2.8,-1.88,8.3,0.16,5.4,-6.19,9.5,-0.77,7.8,-16.82,,,,,,,
460641.7776,4276413.366,13,0.17,2.9,-1.9,8.9,0.23,5.2,-6.21,9.5,-0.82,7.8,-16.91,,,,,,,
460640.9921,4276413.817,13.3,0.17,3.1,-1.88,9.3,0.32,5.5,-6.44,9.4,-0.89,8.1,-18.37,,,,,,,
460640.2075,4276414.268,13.2,0.16,3.2,-1.83,9.6,0.24,5.6,-6.1,9.4,-0.94,8.2,-16.45,,,,,,,
460639.3092,4276414.787,13.7,0.15,3.4,-1.91,9.3,0.17,5.1,-6.33,9.3,-0.83,8.4,-17.75,,,,,,,
460638.411,4276415.306,14.1,0.16,3.2,-1.87,8.2,0.13,5.3,-6.24,9.3,-0.83,8.5,-16.37,,,,,,,
460637.5127,4276415.826,14.6,0.19,3.4,-1.9,6.8,0.06,6.2,-6.43,9.3,-1.06,8.7,-17.35,,,,,,,
460636.6193,4276416.281,14.8,0.2,3.2,-1.89,7.4,0.1,6.6,-6.57,8.9,-0.86,8.8,-17.68,,,,,,,
460635.7251,4276416.736,14.2,0.19,2.4,-1.83,7.5,0.15,6.1,-6.19,9.2,-0.91,8.7,-16.78,,,,,,,
460634.8317,4276417.192,14.5,0.18,2.5,-1.87,7.1,0.05,6.6,-6.37,9.4,-0.92,9,-16.89,,,,,,,
460633.9159,4276417.677,15,0.16,1.8,-1.88,7.2,0,7.2,-6.51,9.3,-0.84,9.2,-18.62,,,,,,,
460632.9992,4276418.162,15,0.18,2.6,-1.89,7.4,0.12,6.5,-6.39,9.7,-0.94,9.4,-17.91,,,,,,,
460632.0833,4276418.647,14.6,0.24,1.3,-1.9,6.6,0.08,7.8,-6.43,9.5,-0.81,9.1,-17.62,,,,,,,
460631.2623,4276419.118,14.9,0.19,1.2,-1.91,7.2,0.03,7.8,-6.33,9.5,-0.84,8.6,-17.66,,,,,,,
460630.4403,4276419.59,14.8,0.17,0.7,-1.91,7.7,0.05,7.4,-6.39,9.2,-0.79,8.4,-17.89,,,,,,,
460629.6193,4276420.061,13,0.2,-2.8,-2.12,6.8,-0.15,8.7,-6.47,8.6,-0.91,8.4,-18.81,,,,,,,
460628.8216,4276420.507,12.9,0.17,-0.9,-2.06,7.2,-0.06,8.5,-6.27,8.7,-0.89,8.7,-17.49,,,,,,,
460628.0248,4276420.952,13.6,0.22,-0.5,-2.02,7.1,-0.01,7.9,-6.47,8.6,-0.89,8.6,-18.04,,,,,,,
460627.2271,4276421.397,13.8,0.24,-0.9,-2.06,6.7,-0.01,7.7,-6.49,8.3,-0.9,8.2,-17.87,,,,,,,
460626.4421,4276421.756,12.3,0.2,-1,-2.05,6.1,-0.01,8.1,-6.34,8.1,-0.89,8,-17.66,,,,,,,
460625.6579,4276422.116,13.2,0.22,0.5,-1.98,6.1,0.09,7,-6.11,8,-0.76,7.6,-16.23,,,,,,,
460624.8729,4276422.475,12.9,0.21,0.5,-1.97,5.3,0.16,6.2,-6.3,8,-0.77,6.9,-16.92,,,,,,,
460624.0872,4276422.89,12.5,0.2,1,-1.96,6,0.26,5.9,-6.4,8,-0.6,6.6,-17.77,,,,,,,
460623.3016,4276423.304,11,0.22,-0.1,-1.92,6.2,0.31,5,-6.37,8.4,-0.39,6.2,-18.06,,,,,,,
460623.1694,4276423.318,10.3,0.21,1,-1.9,6.9,0.34,5.1,-5.82,8.7,-0.54,6.3,-14.62,,,,,,,
460623.038,4276423.331,12.5,0.25,0,-1.94,7.1,0.36,3.1,-6.05,8.9,-0.5,5.5,-15.41,,,,,,,
460622.9058,4276423.345,11.8,0.28,1.3,-1.85,7.4,0.48,2.8,-5.41,9.1,-0.43,5.4,-11.01,,,,,,,
460622.9049,4276423.353,11.8,0.29,1.2,-1.8,6.9,0.49,3,-4.73,9,-0.49,5.4,-7.21,,,,,,,
460622.905,4276423.36,11.6,0.28,1.2,-1.8,7,0.46,3.1,-4.77,9.2,-0.5,5.5,-7.32,,,,,,,
460622.9042,4276423.368,11.6,0.28,1.1,-1.88,7,0.41,2.9,-5.88,8.9,-0.43,5.6,-13.51,,,,,,,
460622.7551,4276423.853,11.5,0.23,1.9,-1.88,7.4,0.43,2.8,-6.17,9.1,-0.29,5.3,-15.35,,,,,,,
460622.606,4276424.338,11.2,0.18,2,-1.9,7.7,0.43,3.3,-6.15,9.3,-0.18,4.9,-15.68,,,,,,,
460622.457,4276424.823,10.7,0.18,1.4,-1.88,6.8,0.45,3.2,-6.2,9,-0.12,4.8,-16.49,,,,,,,
460622.8252,4276425.357,10.9,0.16,1.3,-1.97,6.7,0.37,2.4,-6.54,8.8,-0.26,4.5,-17.5,,,,,,,
460623.1934,4276425.89,3.9,0.4,-6.5,-1.67,5.5,0.45,0,-6.18,8.5,-0.15,3.7,-17.68,,,,,,,
460623.5616,4276426.424,9.9,0.18,1.1,-2.02,6,0.35,2.4,-6.61,8.6,-0.4,4.2,-17.93,,,,,,,
460624.2004,4276426.248,10.6,0.15,0.8,-2.06,6.2,0.35,2.2,-6.56,8.6,-0.39,3.9,-17.49,,,,,,,
460624.8393,4276426.071,10.7,0.14,1.6,-2.15,6.1,0.25,2.5,-7.25,8.5,-0.3,3.8,-19.88,,,,,,,
460625.4781,4276425.894,11.1,0.16,2.3,-2.08,6.4,0.31,3.2,-6.9,8.8,-0.4,4.3,-19.05,,,,,,,
460625.6052,4276425.725,11.3,0.19,2.3,-1.93,6.7,0.37,3.8,-5.97,9,-0.52,4.5,-15.5,,,,,,,
460625.7323,4276425.557,12.3,0.29,1.5,-1.89,5.7,0.31,3.7,-5.33,8.6,-0.61,4.7,-12.56,,,,,,,
460625.8594,4276425.388,11.8,0.2,1.8,-1.97,6,0.26,3.9,-6.11,8.9,-0.49,4.5,-16.46,,,,,,,
460626.7926,4276425.07,11.9,0.15,2.7,-1.91,7.3,0.21,4.5,-6.29,8.6,-0.49,4.7,-18.05,,,,,,,
460627.7267,4276424.752,11.6,0.14,2.7,-1.91,7.2,0.22,4.5,-6.71,8.2,-0.24,4.3,-18.48,,,,,,,
460628.6599,4276424.434,11.3,0.11,2,-1.91,7.2,0.21,4.2,-6.92,8,-0.33,3.8,-20.25,,,,,,,
460629.6182,4276424.079,12.2,0.09,2.3,-1.89,7.3,0.12,4.8,-6.35,7.8,-0.49,5.4,-17.59,,,,,,,
460630.5756,4276423.724,13.2,0.11,2.4,-1.89,6.2,-0.08,5.2,-6.19,7.7,-0.61,6,-16.67,,,,,,,
460631.5339,4276423.369,13.4,0.15,3.5,-1.9,6.2,0.06,5.5,-6.16,7.4,-0.66,6.5,-16.71,,,,,,,
460632.5277,4276422.986,13.3,0.14,3.2,-1.89,6.5,0.05,6.1,-6.05,7.6,-0.68,6.7,-16.76,,,,,,,
460633.5224,4276422.601,13.6,0.13,2.6,-1.89,6.1,-0.01,6,-6.22,7.5,-0.73,7.4,-17.36,,,,,,,
460634.4524,4276422.165,14,0.15,2.8,-1.88,5.9,0.01,6.2,-6.29,7.8,-0.82,8.2,-17.54,,,,,,,
460635.3824,4276421.729,14.1,0.15,2,-1.88,5.8,-0.04,6.6,-6.35,8.2,-0.79,8.6,-18.03,,,,,,,
460636.3133,4276421.292,14.2,0.15,1.8,-1.86,5.7,-0.1,6.6,-6.2,8.7,-0.83,8.4,-17.48,,,,,,,
460637.2433,4276420.856,14.5,0.2,2.7,-1.91,6.1,-0.01,6,-6.33,8.9,-0.82,9.3,-16.96,,,,,,,
460638.1733,4276420.42,14.7,0.18,2.7,-1.89,6.4,0.04,6,-6.54,9.2,-0.93,9.3,-17.7,,,,,,,
460639.1033,4276419.984,14.2,0.17,3.3,-1.91,7.6,0.08,5.7,-6.43,9.1,-0.96,9.3,-17.79,,,,,,,
460640.0342,4276419.547,14.2,0.18,3.1,-1.89,8.6,0.19,5.3,-6.48,9.2,-0.92,9.4,-16.84,,,,,,,
460640.9642,4276419.111,14,0.18,3.2,-1.92,8,0.12,5.1,-6.53,9.3,-0.81,9.4,-17.8,,,,,,,
460641.8943,4276418.675,14,0.17,3.5,-1.89,7.7,0.11,5.3,-6.31,9.5,-0.84,9.2,-16.86,,,,,,,
460642.8243,4276418.239,13.9,0.2,3.1,-1.9,8.7,0.26,4.7,-6.55,9.4,-0.91,9.1,-17.55,,,,,,,
460643.7552,4276417.802,13.7,0.19,3.1,-1.85,8.9,0.23,4.3,-6.67,9.3,-0.8,8.9,-18.24,,,,,,,
460644.6852,4276417.366,13.7,0.17,3.2,-1.9,8.5,0.1,4.3,-6.28,9.3,-0.88,8.5,-17.49,,,,,,,
460645.6152,4276416.93,13.2,0.18,3,-1.88,9,0.31,4.4,-6.25,9.2,-0.91,8.6,-15.78,,,,,,,
460646.7612,4276416.513,12.8,0.18,2.7,-1.86,9.4,0.34,4.3,-6.27,9.5,-0.93,8.6,-17.42,,,,,,,
460647.9071,4276416.096,13.1,0.19,3,-1.89,8.9,0.28,4.6,-6.33,9.5,-0.91,8.4,-16.73,,,,,,,
460649.0531,4276415.679,12.4,0.16,2.2,-1.91,7,0.07,4,-6.47,9.6,-0.9,8.1,-17.19,,,,,,,
460650.0752,4276415.202,12.1,0.18,1.3,-1.89,5.5,-0.03,5.4,-6.44,9.1,-0.78,7.9,-18.58,,,,,,,
460651.0981,4276414.725,13.3,0.22,2.1,-1.87,4.8,-0.06,5.3,-6.09,9.1,-0.94,8,-15.84,,,,,,,
460652.1393,4276414.426,13.2,0.21,1.9,-1.91,4.5,-0.05,6.1,-6.17,9.3,-0.85,7.8,-17.31,,,,,,,
460653.1806,4276414.127,13.4,0.23,1.4,-1.89,3.9,-0.07,6,-6.14,9.3,-1,7.7,-16.67,,,,,,,
460654.2218,4276413.828,12.4,0.28,0.1,-1.88,4.6,-0.01,5.5,-6.18,9.9,-0.93,7.5,-17.37,,,,,,,
460655.2572,4276413.579,13.1,0.26,0.9,-1.93,4.1,-0.02,6,-6.27,9.7,-0.82,7.2,-17.56,,,,,,,
460656.2926,4276413.329,12.5,0.26,0.9,-1.89,3.8,-0.05,6,-6.37,9.8,-0.88,7.1,-18.37,,,,,,,
460657.3384,4276413.251,11.5,0.29,1.7,-1.95,2.8,0.02,6.3,-6.2,9.5,-0.82,7,-17.23,,,,,,,
460658.3842,4276413.174,13.5,0.28,0.3,-1.97,2.1,-0.11,6.8,-6.24,9.4,-0.84,7.2,-17.52,,,,,,,
460659.4045,4276413.044,14.2,0.28,-0.5,-1.97,3.9,-0.05,7.5,-6.27,9.5,-0.92,7.9,-17.16,,,,,,,
460660.4257,4276412.915,13.7,0.29,1.4,-1.99,4.9,0.01,6.7,-6.35,9.5,-0.93,7.9,-18.1,,,,,,,
460661.446,4276412.785,14.5,0.23,0.9,-2.02,6.2,-0.07,7.7,-6.42,9.5,-0.79,8.5,-18.57,,,,,,,
460662.4834,4276412.595,14.4,0.25,0.3,-1.95,5.9,-0.01,8.1,-6.15,9.5,-0.81,8.7,-17.6,,,,,,,
460663.5208,4276412.404,14,0.25,1.3,-1.91,6.4,-0.04,7.7,-5.98,9.8,-0.87,8.8,-16.49,,,,,,,
460664.5582,4276412.214,14.5,0.21,1.5,-1.9,6.4,-0.05,8.3,-6.13,9.9,-0.77,8.9,-17.59,,,,,,,
460665.5185,4276412.088,14.7,0.22,2.5,-1.89,6.3,-0.08,8.1,-6.09,10.3,-0.9,9.6,-17.34,,,,,,,
460666.4788,4276411.962,14.7,0.2,2.5,-1.86,6.8,-0.05,8.3,-6.01,10.4,-0.79,9.5,-17,,,,,,,
460667.439,4276411.837,15.3,0.17,3.2,-1.91,6.8,-0.01,8.3,-6.07,10.3,-0.76,9.5,-17.18,,,,,,,
460668.4805,4276411.589,14.8,0.15,3.7,-1.91,8,0.03,8.3,-6.18,10.2,-0.76,9.4,-17.22,,,,,,,
460669.5229,4276411.342,14.8,0.15,3.5,-1.89,9.3,0.15,7.1,-6.24,10.3,-0.75,9.8,-17.44,,,,,,,
460670.5644,4276411.094,14.7,0.14,3.7,-1.9,10.1,0.15,6.9,-6.21,10.5,-0.79,9.8,-17.06,,,,,,,
460671.6248,4276410.816,14.9,0.14,3.4,-1.88,9.1,0.07,6.5,-6.32,10.7,-0.77,9.9,-17.41,,,,,,,
460672.6845,4276410.538,14.7,0.14,3.4,-1.84,8.9,0.1,6.2,-6.13,10.7,-0.87,10,-16.89,,,,,,,
460673.7449,4276410.26,14.6,0.15,3.7,-1.89,9.3,0.16,6.2,-5.87,10.6,-0.92,10.1,-14.56,,,,,,,
460674.9411,4276409.953,14.7,0.15,3.7,-1.86,10,0.16,5.9,-6.19,10.5,-0.86,9.8,-17.12,,,,,,,
460676.1363,4276409.647,14.5,0.16,3.6,-1.85,10.2,0.16,6,-5.82,10.6,-0.76,10,-15.55,,,,,,,
460677.3324,4276409.34,15,0.15,3.4,-1.87,8.9,0.1,6.7,-6.06,11.1,-0.82,10.2,-15.28,,,,,,,
460678.4746,4276409.03,15.2,0.13,3.4,-1.85,7.9,0.03,7.3,-6.22,11,-0.77,10,-17.84,,,,,,,
460679.6158,4276408.719,15.5,0.16,4.2,-1.85,8.1,0.06,7.6,-5.89,10.7,-0.85,9.9,-15.46,,,,,,,
460680.758,4276408.409,16,0.14,4.3,-1.87,8.4,0.07,7.9,-6,10.6,-0.93,10.7,-15.7,,,,,,,
460681.9056,4276408.142,15.8,0.16,4.3,-1.88,8,0.1,7.4,-6.3,10.3,-0.89,10.4,-16.3,,,,,,,
460683.0531,4276407.876,15.8,0.15,4.1,-1.84,6.9,-0.01,8.3,-6.26,10.3,-0.92,10.4,-17.83,,,,,,,
460684.2007,4276407.609,15.1,0.15,3.1,-1.85,6.6,-0.11,8.5,-5.94,10.2,-0.84,9.9,-16.43,,,,,,,
460685.1495,4276407.449,14.9,0.14,2.8,-1.88,7.3,-0.09,8.3,-5.92,10.5,-0.91,10.1,-15.07,,,,,,,
460686.0992,4276407.289,14.8,0.15,3.2,-1.91,7.6,-0.01,7.5,-6.38,11.2,-0.9,10.3,-18.22,,,,,,,
460687.048,4276407.128,13.2,0.2,3.4,-1.92,7.1,0.08,7.1,-6.85,11.3,-0.77,9.4,-19.32,,,,,,,
460687.7254,4276407.374,12.9,0.21,1.7,-1.87,6.2,-0.03,6.1,-6.46,11,-0.83,7.5,-17.98,,,,,,,
460688.4029,4276407.62,14.4,0.14,2.1,-1.87,5.6,-0.03,5.7,-6.63,10.5,-0.95,7.2,-18.35,,,,,,,
460689.0804,4276407.866,13.4,0.13,1.9,-1.84,6.1,0.01,4.3,-6.7,10.3,-0.82,6.8,-17.72,,,,,,,
460689.3455,4276408.315,14.1,0.16,1.6,-1.85,5,-0.07,5.8,-6.75,10,-0.92,7.2,-18,,,,,,,
460689.6106,4276408.765,14.8,0.23,0.1,-1.88,4.5,-0.15,6.7,-6.6,9.7,-0.96,7.3,-17.52,,,,,,,
460689.8756,4276409.214,16.2,0.27,-0.5,-1.86,4.8,-0.02,5.8,-6.56,9.5,-1,7,-17.24,,,,,,,
460689.7209,4276409.796,13.1,0.16,0.9,-1.82,5.5,0.11,2.9,-7.01,9.6,-0.91,5.2,-18.09,,,,,,,
460689.5663,4276410.379,12.9,0.17,0.5,-1.76,3.3,-0.13,4.6,-6.57,9.7,-0.86,5.8,-17.45,,,,,,,
460689.4116,4276410.962,13.3,0.14,0.9,-1.76,4,-0.19,6.4,-5.83,9.9,-0.95,7.5,-15.47,,,,,,,
460688.6918,4276411.495,13,0.13,1.3,-1.76,6.2,-0.05,4.8,-5.61,10.1,-1,6.9,-13.96,,,,,,,
460687.972,4276412.029,13,0.13,0.9,-1.81,5.9,-0.04,5.3,-5.85,10.1,-0.97,7.2,-15.61,,,,,,,
460687.2514,4276412.562,13.1,0.13,0.7,-1.83,6.5,0.02,6.1,-5.73,10.2,-0.94,7.4,-15.57,,,,,,,
460686.5316,4276413.096,14.1,0.14,0.8,-1.87,7.8,0.02,6.7,-5.67,10.9,-0.92,8.7,-15.2,,,,,,,
460685.8118,4276413.63,14.6,0.19,0.7,-1.93,7.4,-0.14,6.9,-5.93,11.4,-0.96,8.8,-15.49,,,,,,,
460685.092,4276414.163,16,0.25,0.7,-1.93,7.3,-0.14,7.4,-6.06,11.6,-1.08,9.3,-15.72,,,,,,,
460684.3723,4276414.697,15.6,0.17,2.4,-1.9,7.7,-0.1,8.2,-6.16,11.4,-0.95,9.7,-16.4,,,,,,,
460683.6525,4276415.23,16,0.15,3.4,-1.91,9.4,0.01,8.2,-6.51,11.3,-0.95,9.7,-17.19,,,,,,,
460682.9318,4276415.764,16.5,0.12,3.9,-1.89,10.2,0.08,8.9,-6.36,10.8,-0.69,10.4,-18.02,,,,,,,
460682.2121,4276416.298,16.9,0.14,4.6,-1.88,9.7,0.02,9.8,-6.27,10.8,-0.78,11,-18.03,,,,,,,
460681.4923,4276416.831,17.6,0.18,4.7,-1.87,8.3,-0.01,10.5,-6.22,10.3,-0.9,10.6,-17.33,,,,,,,
460680.7725,4276417.365,17.8,0.17,5.1,-1.9,8,0.01,10.3,-6.37,9.6,-0.8,10.7,-17.42,,,,,,,
460679.819,4276417.816,17.4,0.16,5.4,-1.88,7.3,0.01,10.5,-6.2,9.4,-0.83,10.8,-17.23,,,,,,,
460678.8665,4276418.265,17.1,0.16,4.8,-1.88,8.1,0,10.3,-6.27,9.8,-0.8,11,-18.06,,,,,,,
460678.0017,4276418.694,17,0.16,4.2,-1.9,8.8,0.06,9.5,-6.21,10.3,-0.7,10.9,-17.15,,,,,,,
460677.1378,4276419.122,16.2,0.16,3.8,-1.87,6.9,-0.09,9.5,-6.17,10.6,-0.84,10.4,-17.23,,,,,,,
460676.273,4276419.551,16.1,0.13,3,-1.88,6.6,-0.08,9.1,-6.45,10.6,-0.7,9.8,-19.05,,,,,,,
460675.3674,4276419.998,15.8,0.16,2.8,-1.85,7.8,0.02,8.7,-5.93,10.6,-0.79,9.9,-16.54,,,,,,,
460674.4627,4276420.445,15.5,0.17,2,-1.89,7.4,0.03,8.7,-6.09,10.3,-0.84,9.8,-17.01,,,,,,,
460673.5369,4276420.867,15.6,0.16,2.5,-1.9,7.9,0.07,8.8,-5.96,10.5,-0.83,9.8,-15.94,,,,,,,
460672.6121,4276421.288,14.4,0.16,2.4,-1.89,8.7,0.1,7.6,-6.19,10.3,-0.76,9.4,-17.69,,,,,,,
460671.7512,4276421.798,14.3,0.17,2.7,-1.9,8.7,0.19,6.8,-6.32,10.2,-0.8,8.7,-17.78,,,,,,,
460670.8903,4276422.309,14.3,0.15,2.8,-1.9,8.9,0.14,6.8,-6.1,10.3,-0.8,9.2,-17.09,,,,,,,
460670.0294,4276422.82,13.4,0.16,2.5,-1.9,8.3,0.14,6.5,-6.26,9.9,-0.78,8.7,-17.16,,,,,,,
460669.1775,4276423.224,13.1,0.18,2.3,-1.88,7.8,0.19,6.8,-5.93,9.7,-0.78,8.4,-15.77,,,,,,,
460668.3266,4276423.628,13.1,0.18,1.7,-1.91,7.8,0.11,5.8,-6.32,9.6,-0.87,7.7,-17.6,,,,,,,
460667.4747,4276424.032,12.9,0.17,1.9,-1.89,7.8,0.16,5.5,-6.13,9.5,-0.79,7.8,-16.98,,,,,,,
460666.6397,4276424.499,12.9,0.17,2,-1.89,7.7,0.13,5,-6.28,9,-0.74,7.5,-17.54,,,,,,,
460665.8047,4276424.966,12,0.19,2.1,-1.9,7.2,0.24,4.9,-6.33,8.9,-0.79,7.1,-16.88,,,,,,,
460664.9697,4276425.432,10.9,0.18,1.8,-1.88,7.1,0.25,4.3,-6.1,9,-0.72,6.7,-16.66,,,,,,,
460664.0246,4276425.973,10.9,0.19,1.7,-1.9,7.2,0.28,3.7,-6.07,9,-0.8,6.6,-15.72,,,,,,,
460663.0803,4276426.513,11,0.17,1.4,-1.91,6.2,0.21,3.2,-6.24,9.1,-0.76,6.2,-16.99,,,,,,,
460662.1351,4276427.053,10.6,0.23,1.2,-1.91,5.7,0.2,3.5,-6.42,9.1,-0.69,6.1,-18.94,,,,,,,
460661.2714,4276427.522,9.2,0.19,-0.3,-1.91,5.5,0.16,3.8,-6.38,9.2,-0.69,5.7,-18.67,,,,,,,
460660.4068,4276427.992,9.5,0.15,0.2,-1.9,6.3,0.25,3.8,-6.25,9.5,-0.69,5.6,-17.95,,,,,,,
460659.5431,4276428.461,10.8,0.21,0.7,-1.93,5.4,0.2,3.4,-6.09,9.4,-0.75,5.2,-15.97,,,,,,,
460658.7052,4276428.864,10.9,0.28,0.5,-1.92,5.7,0.21,4.2,-6.13,8.9,-0.71,5.3,-16.38,,,,,,,
460657.8664,4276429.267,11.2,0.2,0.7,-1.92,6,0.23,4.1,-6.2,8.8,-0.84,5.7,-17.77,,,,,,,
460657.0285,4276429.67,11.1,0.18,1.3,-1.92,6,0.22,4.1,-6.27,8.8,-0.8,5.7,-17.32,,,,,,,
460656.156,4276430.131,11.2,0.17,1.7,-1.91,6.6,0.22,3.9,-6.54,8.7,-0.66,6,-19,,,,,,,
460655.2836,4276430.591,10.9,0.18,1.8,-1.88,7.2,0.16,3.8,-6.42,8.4,-0.66,5.9,-18.22,,,,,,,
460654.4111,4276431.052,11.4,0.18,1.7,-1.91,6.6,0.21,3.8,-6.42,8.3,-0.79,5.9,-17.63,,,,,,,
460653.5232,4276431.553,11.8,0.17,1.6,-1.89,6,0.19,4.3,-6.49,8.3,-0.77,6.3,-17.63,,,,,,,
460652.6344,4276432.054,11.3,0.19,1.5,-1.88,6.3,0.2,3.9,-6.43,8.4,-0.79,6.2,-18.27,,,,,,,
460651.7465,4276432.555,11.9,0.2,1.4,-1.92,6,0.18,4.2,-6.58,8.5,-0.75,6.2,-18.43,,,,,,,
460650.8184,4276433.021,11.5,0.21,1.1,-1.89,6.1,0.19,4.5,-6.47,8.5,-0.74,6.1,-18.12,,,,,,,
460649.8902,4276433.487,11.8,0.26,0.8,-1.91,5.2,0.21,4.6,-6.35,8.2,-0.84,6.1,-17.87,,,,,,,
460648.9621,4276433.953,12.4,0.26,0.2,-1.94,5.2,0.05,5.2,-6.35,8.4,-0.87,6.5,-17.36,,,,,,,
460648.0753,4276434.321,12.4,0.25,0.1,-1.93,5.1,0.09,5,-6.24,8.5,-0.77,6.5,-16.88,,,,,,,
460647.1893,4276434.689,12.4,0.23,0.5,-1.96,5.4,0.14,6.1,-6.31,8.3,-0.75,6.4,-17.59,,,,,,,
460646.3025,4276435.058,12.4,0.28,-1.9,-2.05,4.8,0.1,6.3,-6.66,8.2,-0.76,6.3,-19.28,,,,,,,
460645.4471,4276435.449,12.6,0.27,-0.2,-1.94,5.5,0.15,6.1,-6.32,8.1,-0.76,6.4,-18.19,,,,,,,
460644.5917,4276435.841,12.7,0.21,0.8,-1.93,5.5,0.17,5.4,-6.06,7.8,-0.7,5.7,-15.8,,,,,,,
460643.7363,4276436.233,12.2,0.17,1.6,-1.91,6,0.21,5.2,-6.02,7.9,-0.74,5.8,-15.67,,,,,,,
460642.8661,4276436.621,11.6,0.2,0.7,-1.86,5.5,0.2,5,-6.01,8,-0.73,6.3,-17.3,,,,,,,
460641.9968,4276437.01,11.9,0.16,1.2,-1.89,5.9,0.16,5.2,-6.32,8.1,-0.68,6.2,-17.95,,,,,,,
460641.1266,4276437.398,11.6,0.17,1.3,-1.86,5.9,0.19,5.2,-6.02,8.2,-0.69,6.1,-17.88,,,,,,,
460640.2328,4276437.767,11.3,0.2,1.3,-1.9,6.2,0.21,4.6,-6.46,7.9,-0.71,6.1,-18.44,,,,,,,
460639.3399,4276438.137,11.6,0.19,1.6,-1.92,5.6,0.17,4.7,-6.37,7.4,-0.71,5.9,-17.59,,,,,,,
460638.4461,4276438.506,11.5,0.18,1.4,-1.93,5.4,0.16,4.6,-6.51,7.3,-0.7,5.7,-18.94,,,,,,,
460637.9173,4276438.764,10.5,0.2,1.2,-1.9,5.8,0.22,4.1,-6.24,7.2,-0.71,5.5,-17.4,,,,,,,
460637.3885,4276439.022,9.6,0.19,1.5,-1.92,5.5,0.3,3.3,-6.42,7,-0.65,5,-18.57,,,,,,,
460636.8598,4276439.279,9.6,0.2,1.7,-1.85,4.7,0.35,3.1,-5.98,6.6,-0.68,4.7,-17,,,,,,,
460636.331,4276439.537,8.9,0.17,0.6,-1.89,4.9,0.3,2.2,-5.63,6.3,-0.65,3.9,-15.24,,,,,,,
460635.8022,4276439.795,9.4,0.19,0.6,-1.89,4.5,0.31,2.1,-5.79,6.3,-0.77,3.8,-13.68,,,,,,,
460635.2734,4276440.052,8.8,0.2,0.7,-1.9,4.8,0.32,1.3,-6.05,6.4,-0.77,4.1,-15.75,,,,,,,
460634.7437,4276440.31,8.8,0.18,0.9,-1.94,4.2,0.27,1,-6.67,6.2,-0.57,3.9,-18.05,,,,,,,
460634.215,4276440.568,8.2,0.19,0.5,-1.91,4.2,0.19,0.2,-6.67,6.3,-0.59,3.4,-18.57,,,,,,,
460633.6862,4276440.825,9,0.22,-0.1,-1.83,2.5,0.17,0.4,-5.73,6,-0.71,3,-15.36,,,,,,,
460633.1574,4276441.083,10.4,0.33,-1.5,-1.85,2.8,0.24,1.3,-5.37,5.9,-0.78,3,-13.87,,,,,,,
460632.6286,4276441.341,11,0.35,-1.7,-1.86,3,0.25,1,-5.42,5.9,-0.79,2.8,-14.02,,,,,,,
460632.0998,4276441.598,10.7,0.29,-1.7,-1.86,3.5,0.26,0.9,-5.59,5.8,-0.65,2.9,-14.8,,,,,,,
460631.571,4276441.856,9.4,0.17,0,-1.82,4.3,0.31,0.9,-5.97,6,-0.47,2.4,-16.16,,,,,,,
460631.2745,4276442.617,8.1,0.17,0.5,-1.83,4,0.33,1,-5.75,5.8,-0.62,2.2,-13.96,,,,,,,
460630.9789,4276443.379,8.1,0.18,0.4,-1.84,3.8,0.33,0.9,-5.72,6,-0.7,2,-12.73,,,,,,,
460631.3035,4276444.086,8.4,0.17,0.4,-1.86,3.8,0.32,1.2,-5.7,6.1,-0.66,2.5,-13.69,,,,,,,
460631.6273,4276444.793,8.3,0.16,0.1,-1.88,3.8,0.35,1.4,-5.81,5.5,-0.63,1.9,-15.13,,,,,,,
460631.9519,4276445.5,7.8,0.15,0.4,-1.8,3.5,0.34,1,-5.84,5.3,-0.56,1.6,-15.7,,,,,,,
460632.8763,4276445.676,8,0.15,0.5,-1.75,3.2,0.36,1,-5.86,5.2,-0.45,1.6,-15.88,,,,,,,
460633.8006,4276445.852,8,0.16,0.2,-1.75,3.5,0.33,1.1,-5.79,5.3,-0.41,1.6,-15.17,,,,,,,
460634.7249,4276446.027,8.2,0.16,0.1,-1.75,4,0.31,1.5,-5.96,5.2,-0.46,1.9,-15.89,,,,,,,
460635.6847,4276445.449,8.5,0.15,0.6,-1.76,4.4,0.31,1.8,-6.01,5.5,-0.57,1.9,-16.3,,,,,,,
460636.6453,4276444.869,9.2,0.16,1,-1.76,4.7,0.33,1.7,-5.96,6.1,-0.49,2.7,-16.09,,,,,,,
460637.5975,4276444.509,9.7,0.17,1.3,-1.79,5.2,0.24,2.2,-6.09,6.2,-0.52,3.1,-16.94,,,,,,,
